spec_key,source_specification_id,spec_number,spec_version,spec_title,spec_type_code,spec_type_name,product_key,material_key,site_key,market_key,status_code,status_name,stage_code,stage_name,ctd_section,compendia_reference,effective_start_date,effective_end_date,effective_start_date_key,effective_end_date_key,approval_date,approval_date_key,approver_name,approved_by,supersedes_spec_id,supersedes_spec_key,is_current,valid_from,valid_to,load_timestamp
656874045856470467,SPEC-000416,QC-SPEC-2023-000416,2.5,Cetuximab Excipient Specification,EXCIP,Excipient,957020388668088508,170355098683634680,918112986228691303,717353280968687793,APP,Approved,DEV,Development,3.2.S.4.2,EP,2020-05-10,,20200510,,2020-04-25,20200425,Approver-13,user-40,,,True,2026-02-28T20:37:29.703154,,2026-02-28T20:37:29.703155
592625788402805549,SPEC-000417,QC-SPEC-2024-000417,3.3,Pembrolizumab In-Process Control Specification,IPC,In-Process Control,1059569585534443896,712780769252661176,196092002886341781,1152813234676593434,SUP,Superseded,DEV,Development,3.2.P.5.1,EP,2024-11-02,,20241102,,2024-10-20,20241020,Approver-30,user-42,,,True,2026-02-28T20:37:29.703170,,2026-02-28T20:37:29.703171
387961570938878061,SPEC-000418,QC-SPEC-2025-000418,1.1,Valsartan In-Process Control Specification,IPC,In-Process Control,75417034344071864,412748180772303468,694738612452718043,719834040361105234,DRA,Draft,COM,Commercial,3.2.P.5.2,USP,2023-03-01,,20230301,,2023-02-23,20230223,Approver-36,user-44,,,True,2026-02-28T20:37:29.703184,,2026-02-28T20:37:29.703185
564443610071009498,SPEC-000419,QC-SPEC-2026-000419,2.9,Pantoprazole Excipient Specification,EXCIP,Excipient,773932173788960206,853307936968459536,46167523976552872,134681485612096117,SUP,Superseded,COM,Commercial,3.2.P.5.2,BP,2023-08-30,,20230830,,2023-08-25,20230825,Approver-9,user-2,,,True,2026-02-28T20:37:29.703198,,2026-02-28T20:37:29.703199
434220005206804521,SPEC-000420,QC-SPEC-2020-000420,1.0,Amlodipine Intermediate Specification,INTERMED,Intermediate,299978016621838053,430828893826771008,54631159255259265,1045047908631349298,APP,Approved,COM,Commercial,3.2.S.4.1,,2024-04-07,,20240407,,2024-03-11,20240311,Approver-39,user-23,,,True,2026-02-28T20:37:29.703214,,2026-02-28T20:37:29.703215
1026540937375441946,SPEC-000421,QC-SPEC-2021-000421,1.2,Insulin Lispro Drug Product Specification,DP,Drug Product,1045726352688900765,7160522964926666,100801617554395358,717353280968687793,SUP,Superseded,COM,Commercial,3.2.P.5.2,EP,2022-07-26,,20220726,,2022-07-11,20220711,Approver-28,user-23,,,True,2026-02-28T20:37:29.703227,,2026-02-28T20:37:29.703227
519912648532157341,SPEC-000422,QC-SPEC-2022-000422,1.4,Atorvastatin Intermediate Specification,INTERMED,Intermediate,627571754654686857,1145206419821269854,352630313262767873,719017896462535156,DRA,Draft,COM,Commercial,3.2.P.5.1,EP,2021-06-17,,20210617,,2021-06-10,20210610,Approver-2,user-10,,,True,2026-02-28T20:37:29.703240,,2026-02-28T20:37:29.703240
944078211198271022,SPEC-000423,QC-SPEC-2023-000423,5.7,Cetuximab Excipient Specification,EXCIP,Excipient,703368583580933994,116966155853036868,19632869490552304,809932346083823820,APP,Approved,CLI,Clinical,3.2.P.5.2,USP,2025-05-17,,20250517,,2025-05-09,20250509,Approver-11,user-39,,,True,2026-02-28T20:37:29.703257,,2026-02-28T20:37:29.703257
1008139464976543311,SPEC-000424,QC-SPEC-2024-000424,2.2,Semaglutide Intermediate Specification,INTERMED,Intermediate,1073053291953595291,1140780322048048730,612600359045210181,691862151663912276,APP,Approved,CLI,Clinical,3.2.S.4.1,JP,2020-04-01,,20200401,,2020-03-18,20200318,Approver-34,user-42,,,True,2026-02-28T20:37:29.703270,,2026-02-28T20:37:29.703271
27419224430811099,SPEC-000425,QC-SPEC-2025-000425,3.0,Hydrochlorothiazide Drug Substance Specification,DS,Drug Substance,449520618508235219,541980112185031498,1149565156025236853,297951977983551548,DRA,Draft,CLI,Clinical,3.2.S.4.1,USP,2020-02-01,,20200201,,2020-01-24,20200124,Approver-8,user-2,,,True,2026-02-28T20:37:29.703288,,2026-02-28T20:37:29.703289
890423022276752284,SPEC-000426,QC-SPEC-2026-000426,4.4,Fluoxetine Intermediate Specification,INTERMED,Intermediate,581644705723486982,902434373019822561,196092002886341781,646216603064030264,DRA,Draft,CLI,Clinical,3.2.P.5.1,JP,2025-01-23,,20250123,,2025-01-11,20250111,Approver-29,user-38,,,True,2026-02-28T20:37:29.703303,,2026-02-28T20:37:29.703303
237901506859874992,SPEC-000427,QC-SPEC-2020-000427,1.2,Atorvastatin In-Process Control Specification,IPC,In-Process Control,573066175621017642,103645053920153845,785882248787823823,151224252208255654,DRA,Draft,CLI,Clinical,3.2.P.5.2,BP,2022-10-26,,20221026,,2022-10-10,20221010,Approver-28,user-1,,,True,2026-02-28T20:37:29.703316,,2026-02-28T20:37:29.703319
943951522623158145,SPEC-000428,QC-SPEC-2021-000428,1.6,Hydrochlorothiazide Drug Substance Specification,DS,Drug Substance,259963875659914469,50266814229384832,28990666482691588,717353280968687793,APP,Approved,COM,Commercial,3.2.S.4.1,USP,2020-06-07,,20200607,,2020-05-31,20200531,Approver-29,user-26,,,True,2026-02-28T20:37:29.703333,,2026-02-28T20:37:29.703333
1092553324416327272,SPEC-000429,QC-SPEC-2022-000429,1.5,Sitagliptin Raw Material Specification,RM,Raw Material,135351590147939382,283479010580150483,883128150624758965,432276672472724223,APP,Approved,CLI,Clinical,3.2.S.4.2,USP,2020-02-23,,20200223,,2020-02-06,20200206,Approver-10,user-38,,,True,2026-02-28T20:37:29.703347,,2026-02-28T20:37:29.703348
226848210169931075,SPEC-000430,QC-SPEC-2023-000430,2.8,Lisinopril Drug Substance Specification,DS,Drug Substance,204055746867562460,977932262415202316,774915664313290064,432276672472724223,SUP,Superseded,DEV,Development,3.2.P.5.1,BP,2025-03-13,,20250313,,2025-03-10,20250310,Approver-29,user-7,,,True,2026-02-28T20:37:29.703361,,2026-02-28T20:37:29.703362
45874533809371190,SPEC-000431,QC-SPEC-2024-000431,3.5,Tamsulosin Drug Product Specification,DP,Drug Product,847821563252253830,237822595272183698,878250793116557982,1130563994191591813,APP,Approved,CLI,Clinical,3.2.P.5.2,BP,2020-07-14,,20200714,,2020-06-17,20200617,Approver-20,user-13,,,True,2026-02-28T20:37:29.703375,,2026-02-28T20:37:29.703376
24803964581579295,SPEC-000432,QC-SPEC-2025-000432,3.8,Rituximab Excipient Specification,EXCIP,Excipient,248803969318759445,620400600253119043,327217897043323182,713914735956176051,APP,Approved,DEV,Development,3.2.P.5.2,BP,2024-11-17,,20241117,,2024-11-11,20241111,Approver-28,user-46,,,True,2026-02-28T20:37:29.703393,,2026-02-28T20:37:29.703393
1042901874354909160,SPEC-000433,QC-SPEC-2026-000433,2.3,Insulin Lispro Excipient Specification,EXCIP,Excipient,1045726352688900765,760790029772221906,547473128815303591,717353280968687793,SUP,Superseded,CLI,Clinical,3.2.S.4.2,EP,2020-01-23,,20200123,,2020-01-12,20200112,Approver-29,user-17,,,True,2026-02-28T20:37:29.703415,,2026-02-28T20:37:29.703416
195028885499239497,SPEC-000434,QC-SPEC-2020-000434,2.2,Montelukast Excipient Specification,EXCIP,Excipient,1098043416042394935,130468930142191020,413331060368526253,880098768958337359,DRA,Draft,CLI,Clinical,3.2.S.4.2,USP,2020-09-19,,20200919,,2020-09-02,20200902,Approver-3,user-4,,,True,2026-02-28T20:37:29.703431,,2026-02-28T20:37:29.703432
610426925423222192,SPEC-000435,QC-SPEC-2021-000435,1.1,Dapagliflozin Raw Material Specification,RM,Raw Material,384599310493851517,676505282582859200,352630313262767873,556594667284305129,DRA,Draft,CLI,Clinical,3.2.P.5.1,BP,2020-04-12,,20200412,,2020-03-18,20200318,Approver-38,user-32,,,True,2026-02-28T20:37:29.703445,,2026-02-28T20:37:29.703446
512027068201159423,SPEC-000436,QC-SPEC-2022-000436,2.8,Cetuximab In-Process Control Specification,IPC,In-Process Control,957020388668088508,978581335474163532,918112986228691303,713914735956176051,DRA,Draft,DEV,Development,3.2.P.5.1,,2022-12-11,,20221211,,2022-11-22,20221122,Approver-49,user-45,,,True,2026-02-28T20:37:29.703461,,2026-02-28T20:37:29.703461
690884758305946932,SPEC-000437,QC-SPEC-2023-000437,1.5,Bevacizumab In-Process Control Specification,IPC,In-Process Control,700614469205544621,225565904959970415,46167523976552872,556594667284305129,SUP,Superseded,COM,Commercial,3.2.S.4.1,USP,2022-10-18,,20221018,,2022-09-26,20220926,Approver-17,user-40,,,True,2026-02-28T20:37:29.703474,,2026-02-28T20:37:29.703475
500404662393711375,SPEC-000438,QC-SPEC-2024-000438,4.9,Dulaglutide Intermediate Specification,INTERMED,Intermediate,525704581053259714,1071357688321675034,587823240306444353,680573631773592303,SUP,Superseded,DEV,Development,3.2.S.4.2,EP,2025-07-28,,20250728,,2025-06-28,20250628,Approver-42,user-5,,,True,2026-02-28T20:37:29.703490,,2026-02-28T20:37:29.703491
1000872031541530150,SPEC-000439,QC-SPEC-2025-000439,4.6,Insulin Lispro Drug Product Specification,DP,Drug Product,505546192652036966,753614643183089484,1090498828547780005,4150961011720645,DRA,Draft,COM,Commercial,3.2.P.5.1,EP,2023-04-13,,20230413,,2023-04-09,20230409,Approver-14,user-32,,,True,2026-02-28T20:37:29.703503,,2026-02-28T20:37:29.703504
941376985133061748,SPEC-000440,QC-SPEC-2026-000440,2.5,Dulaglutide Raw Material Specification,RM,Raw Material,516502687076376502,952454004594017611,795473164318541398,151224252208255654,APP,Approved,CLI,Clinical,3.2.S.4.2,EP,2022-08-13,,20220813,,2022-07-17,20220717,Approver-14,user-48,,,True,2026-02-28T20:37:29.703516,,2026-02-28T20:37:29.703517
704569936575766877,SPEC-000441,QC-SPEC-2020-000441,4.0,Telmisartan In-Process Control Specification,IPC,In-Process Control,448141954811996878,439222454750714861,192968342959973654,134681485612096117,SUP,Superseded,COM,Commercial,3.2.P.5.1,JP,2021-04-11,,20210411,,2021-03-22,20210322,Approver-11,user-28,,,True,2026-02-28T20:37:29.703533,,2026-02-28T20:37:29.703534
813398396998510900,SPEC-000442,QC-SPEC-2021-000442,5.2,Semaglutide In-Process Control Specification,IPC,In-Process Control,537194213088278139,1074580386274730949,79239146133907914,79438863500997711,APP,Approved,DEV,Development,3.2.P.5.1,USP,2025-03-02,,20250302,,2025-02-03,20250203,Approver-27,user-4,,,True,2026-02-28T20:37:29.703550,,2026-02-28T20:37:29.703550
408350363515899223,SPEC-000443,QC-SPEC-2022-000443,5.1,Metformin Drug Product Specification,DP,Drug Product,991451188909010574,59051940425008534,723297155562110187,719834040361105234,SUP,Superseded,COM,Commercial,3.2.S.4.1,JP,2022-11-28,,20221128,,2022-11-24,20221124,Approver-44,user-45,,,True,2026-02-28T20:37:29.703563,,2026-02-28T20:37:29.703564
103045191874597878,SPEC-000444,QC-SPEC-2023-000444,2.1,Amlodipine Intermediate Specification,INTERMED,Intermediate,304391131000793343,728079026377865400,100801617554395358,134681485612096117,SUP,Superseded,COM,Commercial,3.2.P.5.1,BP,2025-01-11,,20250111,,2024-12-13,20241213,Approver-2,user-47,,,True,2026-02-28T20:37:29.703577,,2026-02-28T20:37:29.703582
861910722814794927,SPEC-000445,QC-SPEC-2024-000445,1.8,Clopidogrel Intermediate Specification,INTERMED,Intermediate,766202068091055949,439222454750714861,933618731918284868,79438863500997711,SUP,Superseded,COM,Commercial,3.2.S.4.2,JP,2020-05-05,,20200505,,2020-04-08,20200408,Approver-20,user-35,,,True,2026-02-28T20:37:29.703595,,2026-02-28T20:37:29.703595
964836543130793927,SPEC-000446,QC-SPEC-2025-000446,4.8,Dulaglutide Drug Product Specification,DP,Drug Product,736765429461964305,241177263486031537,883128150624758965,79438863500997711,APP,Approved,DEV,Development,3.2.P.5.2,BP,2022-08-12,,20220812,,2022-07-24,20220724,Approver-1,user-35,,,True,2026-02-28T20:37:29.703611,,2026-02-28T20:37:29.703612
1026148028574887589,SPEC-000447,QC-SPEC-2026-000447,4.1,Azithromycin Drug Product Specification,DP,Drug Product,962706614028708304,535508497333470127,918112986228691303,691862151663912276,APP,Approved,DEV,Development,3.2.S.4.1,EP,2025-04-26,,20250426,,2025-04-15,20250415,Approver-25,user-37,,,True,2026-02-28T20:37:29.703625,,2026-02-28T20:37:29.703626
680184653650590757,SPEC-000448,QC-SPEC-2020-000448,2.8,Pembrolizumab Drug Substance Specification,DS,Drug Substance,408328079668907196,501750680292574501,694738612452718043,297951977983551548,DRA,Draft,COM,Commercial,3.2.S.4.2,,2020-12-10,,20201210,,2020-11-10,20201110,Approver-18,user-11,,,True,2026-02-28T20:37:29.703638,,2026-02-28T20:37:29.703639
657841437443461235,SPEC-000449,QC-SPEC-2021-000449,4.0,Montelukast Intermediate Specification,INTERMED,Intermediate,41850826022674604,728079026377865400,150366354319377942,1084898903644199868,SUP,Superseded,CLI,Clinical,3.2.P.5.2,USP,2024-05-25,,20240525,,2024-05-06,20240506,Approver-38,user-23,,,True,2026-02-28T20:37:29.703653,,2026-02-28T20:37:29.703653
1100019801117815503,SPEC-000450,QC-SPEC-2022-000450,4.0,Azithromycin Drug Product Specification,DP,Drug Product,962706614028708304,563360840079456410,192968342959973654,691862151663912276,SUP,Superseded,DEV,Development,3.2.S.4.2,,2021-04-05,,20210405,,2021-03-24,20210324,Approver-42,user-16,,,True,2026-02-28T20:37:29.703666,,2026-02-28T20:37:29.703667
851728518319807991,SPEC-000451,QC-SPEC-2023-000451,4.5,Adalimumab Drug Product Specification,DP,Drug Product,672607827146275495,802698137468104374,1057351768623314821,151224252208255654,DRA,Draft,CLI,Clinical,3.2.P.5.1,BP,2023-09-27,,20230927,,2023-09-03,20230903,Approver-38,user-43,,,True,2026-02-28T20:37:29.703686,,2026-02-28T20:37:29.703686
515716098553514555,SPEC-000452,QC-SPEC-2024-000452,3.9,Nivolumab In-Process Control Specification,IPC,In-Process Control,207252574746541451,822614675163700797,723297155562110187,432276672472724223,SUP,Superseded,CLI,Clinical,3.2.S.4.2,BP,2024-09-23,,20240923,,2024-08-31,20240831,Approver-35,user-16,,,True,2026-02-28T20:37:29.703698,,2026-02-28T20:37:29.703699
165486367259138149,SPEC-000453,QC-SPEC-2025-000453,2.1,Gabapentin In-Process Control Specification,IPC,In-Process Control,696764875187483983,628432485627314884,795473164318541398,1084898903644199868,DRA,Draft,COM,Commercial,3.2.S.4.2,USP,2025-09-26,,20250926,,2025-09-16,20250916,Approver-10,user-36,,,True,2026-02-28T20:37:29.703711,,2026-02-28T20:37:29.703711
217498202208326947,SPEC-000454,QC-SPEC-2026-000454,4.4,Saxagliptin Raw Material Specification,RM,Raw Material,298573309971132249,114192669029551895,54631159255259265,134681485612096117,APP,Approved,CLI,Clinical,3.2.S.4.1,USP,2022-09-22,,20220922,,2022-08-26,20220826,Approver-33,user-37,,,True,2026-02-28T20:37:29.703724,,2026-02-28T20:37:29.703724
1113767904749554795,SPEC-000455,QC-SPEC-2020-000455,1.6,Nivolumab Drug Product Specification,DP,Drug Product,438424988613017151,406647443489621829,652713864818073742,79438863500997711,DRA,Draft,COM,Commercial,3.2.S.4.1,JP,2022-07-22,,20220722,,2022-07-02,20220702,Approver-26,user-31,,,True,2026-02-28T20:37:29.703737,,2026-02-28T20:37:29.703738
503799258450601252,SPEC-000456,QC-SPEC-2021-000456,1.1,Saxagliptin Drug Product Specification,DP,Drug Product,531501640177347568,712421862838883319,766016181409944976,691862151663912276,SUP,Superseded,CLI,Clinical,3.2.P.5.2,USP,2020-03-31,,20200331,,2020-03-11,20200311,Approver-14,user-8,,,True,2026-02-28T20:37:29.703753,,2026-02-28T20:37:29.703754
871327571158023910,SPEC-000457,QC-SPEC-2022-000457,2.3,Montelukast Intermediate Specification,INTERMED,Intermediate,667079451967990494,105736139237017917,547473128815303591,837476206580645380,SUP,Superseded,DEV,Development,3.2.S.4.2,BP,2024-07-26,,20240726,,2024-07-22,20240722,Approver-1,user-22,,,True,2026-02-28T20:37:29.703767,,2026-02-28T20:37:29.703768
888933157288935097,SPEC-000458,QC-SPEC-2023-000458,4.5,Semaglutide Drug Product Specification,DP,Drug Product,69529509625870611,602434806756022876,114246666796624147,1005634818862496797,APP,Approved,DEV,Development,3.2.P.5.1,EP,2025-09-24,,20250924,,2025-09-20,20250920,Approver-24,user-18,,,True,2026-02-28T20:37:29.703799,,2026-02-28T20:37:29.703799
881323750541498159,SPEC-000459,QC-SPEC-2024-000459,1.3,Rosuvastatin Raw Material Specification,RM,Raw Material,489614531126132704,44791685946727955,19632869490552304,717353280968687793,DRA,Draft,DEV,Development,3.2.P.5.2,JP,2024-10-22,,20241022,,2024-10-11,20241011,Approver-2,user-37,,,True,2026-02-28T20:37:29.703816,,2026-02-28T20:37:29.703817
1085325377077051621,SPEC-000460,QC-SPEC-2025-000460,3.9,Insulin Glargine Excipient Specification,EXCIP,Excipient,673782274920471488,1097565697794626939,290983122066396445,1130563994191591813,DRA,Draft,DEV,Development,3.2.P.5.1,,2025-10-13,,20251013,,2025-10-08,20251008,Approver-35,user-47,,,True,2026-02-28T20:37:29.703836,,2026-02-28T20:37:29.703837
221225468056208599,SPEC-000461,QC-SPEC-2026-000461,4.4,Empagliflozin Drug Substance Specification,DS,Drug Substance,18213081755953376,817724275915836572,150366354319377942,717353280968687793,DRA,Draft,CLI,Clinical,3.2.S.4.2,,2023-01-17,,20230117,,2023-01-14,20230114,Approver-7,user-15,,,True,2026-02-28T20:37:29.703850,,2026-02-28T20:37:29.703851
459021773298743705,SPEC-000462,QC-SPEC-2020-000462,4.9,Semaglutide Raw Material Specification,RM,Raw Material,69529509625870611,332981032358544038,723297155562110187,4150961011720645,SUP,Superseded,DEV,Development,3.2.S.4.1,,2022-12-21,,20221221,,2022-12-03,20221203,Approver-26,user-45,,,True,2026-02-28T20:37:29.703868,,2026-02-28T20:37:29.703868
46537660779864586,SPEC-000463,QC-SPEC-2021-000463,1.5,Prednisone Intermediate Specification,INTERMED,Intermediate,264194288135258653,758871867438639386,721739277798666228,134681485612096117,SUP,Superseded,CLI,Clinical,3.2.P.5.2,,2023-07-03,,20230703,,2023-06-10,20230610,Approver-17,user-21,,,True,2026-02-28T20:37:29.703881,,2026-02-28T20:37:29.703882
153028871255928896,SPEC-000464,QC-SPEC-2022-000464,4.5,Cetuximab In-Process Control Specification,IPC,In-Process Control,703368583580933994,416491024001909687,687171029622168373,180079035177217696,APP,Approved,DEV,Development,3.2.S.4.1,BP,2022-01-09,,20220109,,2022-01-07,20220107,Approver-45,user-3,,,True,2026-02-28T20:37:29.703894,,2026-02-28T20:37:29.703894
658523842869974375,SPEC-000465,QC-SPEC-2023-000465,5.8,Insulin Lispro Raw Material Specification,RM,Raw Material,389659098158637539,61614539227514190,612600359045210181,760111678575971204,APP,Approved,DEV,Development,3.2.S.4.2,EP,2020-09-10,,20200910,,2020-09-02,20200902,Approver-27,user-21,,,True,2026-02-28T20:37:29.703907,,2026-02-28T20:37:29.703908
208488880527671200,SPEC-000466,QC-SPEC-2024-000466,3.9,Sitagliptin Drug Product Specification,DP,Drug Product,372729312466864872,622659458585644125,467373117589015664,79438863500997711,DRA,Draft,COM,Commercial,3.2.P.5.1,BP,2022-11-30,,20221130,,2022-11-19,20221119,Approver-32,user-1,,,True,2026-02-28T20:37:29.703922,,2026-02-28T20:37:29.703923
651189461590937237,SPEC-000467,QC-SPEC-2025-000467,5.9,Telmisartan Drug Substance Specification,DS,Drug Substance,613610660465057330,470974575415955587,352630313262767873,719834040361105234,APP,Approved,COM,Commercial,3.2.P.5.2,EP,2021-07-10,,20210710,,2021-06-30,20210630,Approver-4,user-19,,,True,2026-02-28T20:37:29.703936,,2026-02-28T20:37:29.703937
22279548619432955,SPEC-000468,QC-SPEC-2026-000468,4.6,Valsartan Excipient Specification,EXCIP,Excipient,334857741551546659,657103231762996045,290983122066396445,869990322986917753,DRA,Draft,COM,Commercial,3.2.P.5.1,JP,2024-11-16,,20241116,,2024-11-02,20241102,Approver-28,user-17,,,True,2026-02-28T20:37:29.703951,,2026-02-28T20:37:29.703951
1113617690301140431,SPEC-000469,QC-SPEC-2020-000469,5.0,Sitagliptin Drug Product Specification,DP,Drug Product,261282864108507580,283479010580150483,428432496504477680,624061991745648713,APP,Approved,CLI,Clinical,3.2.S.4.2,JP,2024-12-19,,20241219,,2024-12-08,20241208,Approver-50,user-21,,,True,2026-02-28T20:37:29.703968,,2026-02-28T20:37:29.703968
767068091022906500,SPEC-000470,QC-SPEC-2021-000470,3.4,Carvedilol Drug Product Specification,DP,Drug Product,541163902195868456,951296817750547766,612600359045210181,840331597385216703,APP,Approved,COM,Commercial,3.2.S.4.2,BP,2022-09-20,,20220920,,2022-08-23,20220823,Approver-9,user-41,,,True,2026-02-28T20:37:29.703981,,2026-02-28T20:37:29.703982
655213089085086893,SPEC-000471,QC-SPEC-2022-000471,3.9,Simvastatin Drug Product Specification,DP,Drug Product,299522422027106896,439222454750714861,79239146133907914,717353280968687793,DRA,Draft,CLI,Clinical,3.2.P.5.2,EP,2024-06-12,,20240612,,2024-05-22,20240522,Approver-4,user-1,,,True,2026-02-28T20:37:29.703997,,2026-02-28T20:37:29.703998
265471737197893529,SPEC-000472,QC-SPEC-2023-000472,2.7,Sitagliptin In-Process Control Specification,IPC,In-Process Control,135351590147939382,387123265628170163,114090057959650911,809932346083823820,SUP,Superseded,CLI,Clinical,3.2.S.4.2,BP,2021-09-15,,20210915,,2021-09-05,20210905,Approver-45,user-43,,,True,2026-02-28T20:37:29.704011,,2026-02-28T20:37:29.704011
376818860716875714,SPEC-000473,QC-SPEC-2024-000473,1.1,Rituximab Excipient Specification,EXCIP,Excipient,761194972071899359,434720387415394627,19632869490552304,1130563994191591813,DRA,Draft,CLI,Clinical,3.2.S.4.1,JP,2024-05-17,,20240517,,2024-05-16,20240516,Approver-46,user-7,,,True,2026-02-28T20:37:29.704024,,2026-02-28T20:37:29.704025
347667480494892401,SPEC-000474,QC-SPEC-2025-000474,4.0,Semaglutide Drug Substance Specification,DS,Drug Substance,45037874158816159,641801478954059055,667669419394748145,719834040361105234,DRA,Draft,COM,Commercial,3.2.P.5.1,,2025-10-18,,20251018,,2025-09-27,20250927,Approver-1,user-7,,,True,2026-02-28T20:37:29.704042,,2026-02-28T20:37:29.704043
881277951031808511,SPEC-000475,QC-SPEC-2026-000475,1.2,Valsartan Excipient Specification,EXCIP,Excipient,255407770959935193,177696612054163236,774915664313290064,624061991745648713,SUP,Superseded,COM,Commercial,3.2.P.5.2,BP,2021-06-07,,20210607,,2021-05-31,20210531,Approver-1,user-18,,,True,2026-02-28T20:37:29.704065,,2026-02-28T20:37:29.704067
187795545048109159,SPEC-000476,QC-SPEC-2020-000476,2.1,Nivolumab Excipient Specification,EXCIP,Excipient,135597792281916697,56238501713061133,1130895423210570657,297951977983551548,APP,Approved,COM,Commercial,3.2.S.4.1,USP,2024-10-06,,20241006,,2024-10-03,20241003,Approver-14,user-34,,,True,2026-02-28T20:37:29.704217,,2026-02-28T20:37:29.704218
462179036978152675,SPEC-000477,QC-SPEC-2021-000477,5.6,Simvastatin Raw Material Specification,RM,Raw Material,243347486658677149,1004383783162797937,878250793116557982,151224252208255654,APP,Approved,COM,Commercial,3.2.P.5.1,BP,2024-10-27,,20241027,,2024-10-15,20241015,Approver-36,user-23,,,True,2026-02-28T20:37:29.704233,,2026-02-28T20:37:29.704233
884585277848130908,SPEC-000478,QC-SPEC-2022-000478,5.3,Clopidogrel In-Process Control Specification,IPC,In-Process Control,366787277320025600,37049433526032659,785882248787823823,510218675243733257,APP,Approved,CLI,Clinical,3.2.P.5.2,JP,2021-06-07,,20210607,,2021-06-03,20210603,Approver-24,user-49,,,True,2026-02-28T20:37:29.704250,,2026-02-28T20:37:29.704252
721307950933553217,SPEC-000479,QC-SPEC-2023-000479,4.5,Metformin Raw Material Specification,RM,Raw Material,706233336820182304,51753031075106346,1011726151622241361,510218675243733257,APP,Approved,DEV,Development,3.2.S.4.1,EP,2024-02-13,,20240213,,2024-02-03,20240203,Approver-5,user-8,,,True,2026-02-28T20:37:29.704266,,2026-02-28T20:37:29.704267
1071420258615847028,SPEC-000480,QC-SPEC-2024-000480,5.1,Semaglutide Drug Product Specification,DP,Drug Product,783719879712431805,167078947378142851,1114374057383523306,719017896462535156,APP,Approved,DEV,Development,3.2.S.4.2,BP,2025-07-05,,20250705,,2025-06-13,20250613,Approver-50,user-26,,,True,2026-02-28T20:37:29.704282,,2026-02-28T20:37:29.704283
71450672461580626,SPEC-000481,QC-SPEC-2025-000481,5.8,Ibuprofen Drug Product Specification,DP,Drug Product,390394683928509853,721441862241745668,397507641572828546,809932346083823820,APP,Approved,COM,Commercial,3.2.S.4.2,EP,2020-05-05,,20200505,,2020-04-28,20200428,Approver-5,user-31,,,True,2026-02-28T20:37:29.704298,,2026-02-28T20:37:29.704298
321145588288245405,SPEC-000482,QC-SPEC-2026-000482,4.3,Telmisartan Raw Material Specification,RM,Raw Material,613610660465057330,714444315109862775,79239146133907914,719834040361105234,SUP,Superseded,DEV,Development,3.2.P.5.1,JP,2020-10-02,,20201002,,2020-09-12,20200912,Approver-22,user-46,,,True,2026-02-28T20:37:29.704311,,2026-02-28T20:37:29.704312
885895400027446986,SPEC-000483,QC-SPEC-2020-000483,2.4,Rivaroxaban In-Process Control Specification,IPC,In-Process Control,171494941361260459,266485247292728121,114246666796624147,1045047908631349298,APP,Approved,DEV,Development,3.2.S.4.1,JP,2025-08-22,,20250822,,2025-07-26,20250726,Approver-15,user-20,,,True,2026-02-28T20:37:29.704325,,2026-02-28T20:37:29.704325
513142205519163320,SPEC-000484,QC-SPEC-2021-000484,4.8,Sitagliptin Drug Substance Specification,DS,Drug Substance,349664983113352657,607645862596662001,28990666482691588,1130563994191591813,APP,Approved,COM,Commercial,3.2.P.5.2,,2024-06-11,,20240611,,2024-05-27,20240527,Approver-5,user-28,,,True,2026-02-28T20:37:29.704338,,2026-02-28T20:37:29.704339
1031967349582941378,SPEC-000485,QC-SPEC-2022-000485,4.0,Simvastatin Raw Material Specification,RM,Raw Material,624645816849501387,602434806756022876,933618731918284868,880098768958337359,APP,Approved,CLI,Clinical,3.2.S.4.1,,2022-12-07,,20221207,,2022-11-28,20221128,Approver-24,user-45,,,True,2026-02-28T20:37:29.704352,,2026-02-28T20:37:29.704353
105479676074379236,SPEC-000486,QC-SPEC-2023-000486,3.3,Vildagliptin Drug Substance Specification,DS,Drug Substance,242133552217463868,792046931139059856,172384463309089249,837476206580645380,DRA,Draft,COM,Commercial,3.2.P.5.1,EP,2021-03-14,,20210314,,2021-03-13,20210313,Approver-35,user-30,,,True,2026-02-28T20:37:29.704369,,2026-02-28T20:37:29.704370
1029182433627288739,SPEC-000487,QC-SPEC-2024-000487,5.8,Simvastatin Intermediate Specification,INTERMED,Intermediate,624645816849501387,12013834813941750,290983122066396445,4150961011720645,SUP,Superseded,COM,Commercial,3.2.S.4.1,,2024-10-09,,20241009,,2024-09-20,20240920,Approver-4,user-20,,,True,2026-02-28T20:37:29.704385,,2026-02-28T20:37:29.704386
873069942284998180,SPEC-000488,QC-SPEC-2025-000488,4.2,Carvedilol Raw Material Specification,RM,Raw Material,422985908885172100,824035061009818741,994180550334117185,717353280968687793,DRA,Draft,COM,Commercial,3.2.P.5.2,BP,2023-01-28,,20230128,,2023-01-01,20230101,Approver-15,user-3,,,True,2026-02-28T20:37:29.704399,,2026-02-28T20:37:29.704399
