spec_item_key,source_spec_item_id,spec_key,test_method_key,uom_key,test_code,test_name,analyte_code,test_category_code,test_category_name,test_subcategory,criticality,sequence_number,is_required,is_compendial,is_stability_indicating,reporting_type,result_precision,compendia_test_ref,stage_applicability,reporting_threshold,identification_threshold,qualification_threshold,is_current,valid_from,valid_to,load_timestamp
382642217313397875,ITEM-0000739,1062095272722360063,242979866729571290,,DESC,Description,DES,MIC,Microbiology,,NCQA,6,False,True,True,REPORT_ONLY,2,USP <582>,RELEASE,,,,True,2026-02-28T06:26:33.615362,,2026-02-28T06:26:33.615363
65347509902042648,ITEM-0000740,1062095272722360063,978412774246769855,,PART,Particle Size,PAR,PHY,Physical,,REPORT,7,True,True,True,PASS_FAIL,3,,BOTH,,,,True,2026-02-28T06:26:33.615371,,2026-02-28T06:26:33.615371
1024761272261273385,ITEM-0000741,1062095272722360063,501825371701857418,,SPEC,Specific Rotation,SPE,STER,Sterility,,NCQA,8,True,True,False,PASS_FAIL,3,USP <592>,BOTH,,,,True,2026-02-28T06:26:33.615379,,2026-02-28T06:26:33.615380
4149509901578600,ITEM-0000742,1062095272722360063,91768336404995506,,IDEN,Identification,IDE,BIO,Biological,,KQA,9,False,True,False,TEXT,3,USP <765>,BOTH,,,,True,2026-02-28T06:26:33.615385,,2026-02-28T06:26:33.615385
532863137042334260,ITEM-0000743,1062095272722360063,744785186864281733,,TOTA,Total Impurities,TOT,PHY,Physical,,CCQA,10,True,True,True,TEXT,1,USP <129>,RELEASE,,,,True,2026-02-28T06:26:33.615390,,2026-02-28T06:26:33.615391
255391395031609810,ITEM-0000744,1062095272722360063,717777285717911934,,DISS,Dissolution,DIS,STER,Sterility,,NCQA,11,True,False,False,TEXT,2,,RELEASE,,,,True,2026-02-28T06:26:33.615396,,2026-02-28T06:26:33.615397
141121871956475001,ITEM-0000745,1062095272722360063,265869784908533691,,WEIG,Weight Variation,WEI,PACK,Packaging,,CQA,12,True,True,False,NUMERIC,2,USP <260>,BOTH,,,,True,2026-02-28T06:26:33.615402,,2026-02-28T06:26:33.615402
248963143971954036,ITEM-0000746,159347178922891261,942903140508891560,,HEAV,Heavy Metals,HEA,PHY,Physical,,CQA,1,True,True,False,REPORT_ONLY,1,USP <562>,RELEASE,,,,True,2026-02-28T06:26:33.615415,,2026-02-28T06:26:33.615415
639190151258120413,ITEM-0000747,159347178922891261,220514128936490927,,LOSS,Loss on Drying,LOS,BIO,Biological,,KQA,2,True,True,False,PASS_FAIL,2,,STABILITY,,,,True,2026-02-28T06:26:33.615420,,2026-02-28T06:26:33.615421
905934018910707626,ITEM-0000748,159347178922891261,529797496140756593,,TOTA,Total Impurities,TOT,PACK,Packaging,,NCQA,3,True,True,True,REPORT_ONLY,3,,RELEASE,,,,True,2026-02-28T06:26:33.615426,,2026-02-28T06:26:33.615426
246236035875773674,ITEM-0000749,159347178922891261,977359159946065137,,DISS,Dissolution,DIS,CHE,Chemical,,REPORT,4,True,True,False,REPORT_ONLY,3,USP <965>,BOTH,,,,True,2026-02-28T06:26:33.615431,,2026-02-28T06:26:33.615432
832503311946675653,ITEM-0000750,159347178922891261,300444510504056310,,DESC,Description,DES,PHY,Physical,,KQA,5,True,False,True,TEXT,0,,RELEASE,,,,True,2026-02-28T06:26:33.615436,,2026-02-28T06:26:33.615437
642057090111301351,ITEM-0000751,159347178922891261,604345696806156404,,SPEC,Specific Rotation,SPE,CHE,Chemical,,KQA,6,True,True,True,PASS_FAIL,1,USP <590>,BOTH,,,,True,2026-02-28T06:26:33.615442,,2026-02-28T06:26:33.615443
396048529779066353,ITEM-0000752,159347178922891261,977954194131938801,,ASSA,Assay,ASS,PACK,Packaging,,CCQA,7,True,True,True,REPORT_ONLY,1,USP <325>,RELEASE,,,,True,2026-02-28T06:26:33.615450,,2026-02-28T06:26:33.615451
460277351165326673,ITEM-0000753,159347178922891261,173966447223981411,,WEIG,Weight Variation,WEI,STER,Sterility,,NCQA,8,True,True,False,REPORT_ONLY,3,,RELEASE,,,,True,2026-02-28T06:26:33.615455,,2026-02-28T06:26:33.615456
420025402207352757,ITEM-0000754,159347178922891261,813155889513282763,,DISI,Disintegration,DIS,CHE,Chemical,,NCQA,9,True,True,True,NUMERIC,2,USP <355>,RELEASE,,,,True,2026-02-28T06:26:33.615461,,2026-02-28T06:26:33.615462
1035145746499864863,ITEM-0000755,159347178922891261,866792630555131284,,PH,pH,PH,STER,Sterility,,CQA,10,True,True,True,REPORT_ONLY,1,,STABILITY,,,,True,2026-02-28T06:26:33.615466,,2026-02-28T06:26:33.615467
363960923868571611,ITEM-0000756,159347178922891261,724787089043447542,,FRIA,Friability,FRI,STER,Sterility,,NCQA,11,False,True,False,NUMERIC,1,USP <510>,STABILITY,,,,True,2026-02-28T06:26:33.615476,,2026-02-28T06:26:33.615477
528158430806512218,ITEM-0000757,330658511592175521,1030867950406090965,,DESC,Description,DES,PHY,Physical,,CQA,1,True,True,False,TEXT,2,USP <396>,STABILITY,,,,True,2026-02-28T06:26:33.615491,,2026-02-28T06:26:33.615492
551375431966515679,ITEM-0000758,330658511592175521,1082046470353799366,,RESI,Residual Solvents,RES,STER,Sterility,,CCQA,2,False,False,True,TEXT,3,,RELEASE,,,,True,2026-02-28T06:26:33.615497,,2026-02-28T06:26:33.615498
620605531309644338,ITEM-0000759,330658511592175521,839743821740605978,,DISS,Dissolution,DIS,STER,Sterility,,KQA,3,True,True,True,PASS_FAIL,0,,BOTH,,,,True,2026-02-28T06:26:33.615503,,2026-02-28T06:26:33.615504
419330266179002883,ITEM-0000760,330658511592175521,130546805404781650,,HEAV,Heavy Metals,HEA,CHE,Chemical,,CCQA,4,True,True,True,REPORT_ONLY,1,,RELEASE,,,,True,2026-02-28T06:26:33.615512,,2026-02-28T06:26:33.615513
429852044586904502,ITEM-0000761,330658511592175521,460233503023305395,,CONT,Content Uniformity,CON,PACK,Packaging,,CCQA,5,True,True,False,REPORT_ONLY,0,USP <305>,RELEASE,,,,True,2026-02-28T06:26:33.615518,,2026-02-28T06:26:33.615519
750536089594109300,ITEM-0000762,330658511592175521,697158799832321353,,TOTA,Total Impurities,TOT,MIC,Microbiology,,CQA,6,True,True,False,NUMERIC,0,USP <955>,STABILITY,,,,True,2026-02-28T06:26:33.615530,,2026-02-28T06:26:33.615531
252429179963056996,ITEM-0000763,330658511592175521,279096806429715228,,LOSS,Loss on Drying,LOS,CHE,Chemical,,NCQA,7,False,False,False,NUMERIC,3,,STABILITY,,,,True,2026-02-28T06:26:33.615536,,2026-02-28T06:26:33.615537
920011717061112104,ITEM-0000764,330658511592175521,557767569837135741,,SPEC,Specific Rotation,SPE,CHE,Chemical,,KQA,8,True,True,False,TEXT,2,USP <531>,BOTH,,,,True,2026-02-28T06:26:33.615541,,2026-02-28T06:26:33.615542
801666185222122873,ITEM-0000765,330658511592175521,212150397471302572,,ASSA,Assay,ASS,IMP,Impurities,,CCQA,9,True,True,True,NUMERIC,2,USP <225>,RELEASE,0.092667,0.455506,0.737529,True,2026-02-28T06:26:33.615549,,2026-02-28T06:26:33.615550
775515971124872774,ITEM-0000766,330658511592175521,55122785370409621,,PART,Particle Size,PAR,PHY,Physical,,CQA,10,True,False,True,TEXT,1,USP <216>,BOTH,,,,True,2026-02-28T06:26:33.615555,,2026-02-28T06:26:33.615556
22975088964906776,ITEM-0000767,319913806172121127,1149644971490911090,,PH,pH,PH,PHY,Physical,,NCQA,1,True,False,True,PASS_FAIL,1,USP <359>,RELEASE,,,,True,2026-02-28T06:26:33.615566,,2026-02-28T06:26:33.615567
168326695880425945,ITEM-0000768,319913806172121127,1100657252573238243,,UNIF,Uniformity of Dosage Units,UNI,MIC,Microbiology,,NCQA,2,True,False,True,PASS_FAIL,3,,STABILITY,,,,True,2026-02-28T06:26:33.615572,,2026-02-28T06:26:33.615573
4283472794929524,ITEM-0000769,319913806172121127,690729102568541884,,IDEN,Identification,IDE,IMP,Impurities,,NCQA,3,True,False,False,PASS_FAIL,2,,STABILITY,0.151866,0.31012,0.95896,True,2026-02-28T06:26:33.615579,,2026-02-28T06:26:33.615580
1129541824048514191,ITEM-0000770,319913806172121127,460233503023305395,,MOIS,Moisture,MOI,STER,Sterility,,NCQA,4,True,False,True,REPORT_ONLY,3,USP <305>,RELEASE,,,,True,2026-02-28T06:26:33.615585,,2026-02-28T06:26:33.615586
246143002352723978,ITEM-0000771,319913806172121127,55122785370409621,,SPEC,Specific Rotation,SPE,STER,Sterility,,KQA,5,True,True,False,PASS_FAIL,2,USP <216>,RELEASE,,,,True,2026-02-28T06:26:33.615594,,2026-02-28T06:26:33.615595
234651568439166162,ITEM-0000772,319913806172121127,22105049804092879,,MICR,Microbial Limits,MIC,PACK,Packaging,,CQA,6,True,True,True,NUMERIC,0,,RELEASE,,,,True,2026-02-28T06:26:33.615602,,2026-02-28T06:26:33.615603
1035432519998507957,ITEM-0000773,319913806172121127,81644863297928720,,HARD,Hardness,HAR,BIO,Biological,,KQA,7,True,False,False,PASS_FAIL,1,,RELEASE,,,,True,2026-02-28T06:26:33.615609,,2026-02-28T06:26:33.615610
760564640232269250,ITEM-0000774,319913806172121127,736941167456575815,,DESC,Description,DES,STER,Sterility,,NCQA,8,True,False,False,TEXT,2,,BOTH,,,,True,2026-02-28T06:26:33.615614,,2026-02-28T06:26:33.615615
883219525546433841,ITEM-0000775,319913806172121127,274884539784214745,,PART,Particle Size,PAR,PACK,Packaging,,CQA,9,True,True,False,NUMERIC,0,USP <284>,STABILITY,,,,True,2026-02-28T06:26:33.615620,,2026-02-28T06:26:33.615621
926714363915457770,ITEM-0000776,319913806172121127,406070614812342311,,CONT,Content Uniformity,CON,IMP,Impurities,,KQA,10,True,True,False,TEXT,1,USP <212>,STABILITY,0.151782,0.240297,0.503124,True,2026-02-28T06:26:33.615629,,2026-02-28T06:26:33.615630
798420451936305672,ITEM-0000777,319913806172121127,402724980402367858,,ASSA,Assay,ASS,STER,Sterility,,CCQA,11,True,False,False,TEXT,2,,RELEASE,,,,True,2026-02-28T06:26:33.615635,,2026-02-28T06:26:33.615636
471224957763961754,ITEM-0000778,319913806172121127,1078350238183046714,,TOTA,Total Impurities,TOT,PACK,Packaging,,KQA,12,True,True,False,PASS_FAIL,0,USP <907>,BOTH,,,,True,2026-02-28T06:26:33.615641,,2026-02-28T06:26:33.615642
473271741166169169,ITEM-0000779,82225428766795186,849135193523682647,,SPEC,Specific Rotation,SPE,STER,Sterility,,NCQA,1,True,True,True,PASS_FAIL,0,USP <578>,RELEASE,,,,True,2026-02-28T06:26:33.615651,,2026-02-28T06:26:33.615652
665497299213015797,ITEM-0000780,82225428766795186,644489693208989373,,IDEN,Identification,IDE,CHE,Chemical,,CQA,2,True,True,False,TEXT,1,,RELEASE,,,,True,2026-02-28T06:26:33.615657,,2026-02-28T06:26:33.615658
503291582418128330,ITEM-0000781,82225428766795186,189184393755232152,,DESC,Description,DES,BIO,Biological,,CQA,3,True,False,False,PASS_FAIL,3,USP <654>,BOTH,,,,True,2026-02-28T06:26:33.615665,,2026-02-28T06:26:33.615666
454420736187361485,ITEM-0000782,82225428766795186,281077344628133379,,WEIG,Weight Variation,WEI,PHY,Physical,,KQA,4,False,True,False,TEXT,0,USP <396>,BOTH,,,,True,2026-02-28T06:26:33.615671,,2026-02-28T06:26:33.615672
633688485761767206,ITEM-0000783,82225428766795186,441902018271922892,,LOSS,Loss on Drying,LOS,CHE,Chemical,,KQA,5,True,False,False,TEXT,1,USP <359>,RELEASE,,,,True,2026-02-28T06:26:33.615677,,2026-02-28T06:26:33.615680
1146297974650696915,ITEM-0000784,82225428766795186,34216300104059783,,MICR,Microbial Limits,MIC,IMP,Impurities,,KQA,6,True,True,False,NUMERIC,2,USP <752>,BOTH,0.123663,0.292505,0.697209,True,2026-02-28T06:26:33.615688,,2026-02-28T06:26:33.615689
238200090977954621,ITEM-0000785,82225428766795186,89199381685337572,,PART,Particle Size,PAR,PACK,Packaging,,CCQA,7,True,True,False,TEXT,1,USP <286>,BOTH,,,,True,2026-02-28T06:26:33.615694,,2026-02-28T06:26:33.615695
687802257248486650,ITEM-0000786,984752560179179910,108175526226261128,,LOSS,Loss on Drying,LOS,PACK,Packaging,,REPORT,1,True,False,False,PASS_FAIL,2,,STABILITY,,,,True,2026-02-28T06:26:33.615711,,2026-02-28T06:26:33.615712
1140016314728920302,ITEM-0000787,984752560179179910,352111713258405369,,SPEC,Specific Rotation,SPE,BIO,Biological,,CCQA,2,True,True,False,NUMERIC,0,,STABILITY,,,,True,2026-02-28T06:26:33.615725,,2026-02-28T06:26:33.615726
345773331481459924,ITEM-0000788,984752560179179910,541653402187260450,,HEAV,Heavy Metals,HEA,PHY,Physical,,NCQA,3,True,True,False,TEXT,3,,BOTH,,,,True,2026-02-28T06:26:33.615736,,2026-02-28T06:26:33.615737
602074475394044662,ITEM-0000789,984752560179179910,248064001786552164,,FRIA,Friability,FRI,MIC,Microbiology,,CQA,4,True,True,False,PASS_FAIL,0,,BOTH,,,,True,2026-02-28T06:26:33.615742,,2026-02-28T06:26:33.615743
39619416670542848,ITEM-0000790,984752560179179910,354707866468696308,,RESI,Residual Solvents,RES,BIO,Biological,,CCQA,5,False,True,True,REPORT_ONLY,2,USP <106>,STABILITY,,,,True,2026-02-28T06:26:33.615748,,2026-02-28T06:26:33.615749
482717826623579553,ITEM-0000791,984752560179179910,808115564617257449,,DESC,Description,DES,BIO,Biological,,KQA,6,True,True,False,NUMERIC,1,USP <968>,RELEASE,,,,True,2026-02-28T06:26:33.615753,,2026-02-28T06:26:33.615754
52535362952839150,ITEM-0000792,984752560179179910,129378502994171196,,UNIF,Uniformity of Dosage Units,UNI,PACK,Packaging,,CQA,7,True,False,True,TEXT,2,,BOTH,,,,True,2026-02-28T06:26:33.615762,,2026-02-28T06:26:33.615763
949669263973883990,ITEM-0000793,405233290473229770,366070456218468740,,DISS,Dissolution,DIS,PHY,Physical,,REPORT,1,True,True,False,REPORT_ONLY,3,,BOTH,,,,True,2026-02-28T06:26:33.615775,,2026-02-28T06:26:33.615776
1117800035648233181,ITEM-0000794,405233290473229770,718489911154392682,,ASSA,Assay,ASS,CHE,Chemical,,REPORT,2,True,True,True,PASS_FAIL,3,,STABILITY,,,,True,2026-02-28T06:26:33.615780,,2026-02-28T06:26:33.615781
122182972537889342,ITEM-0000795,405233290473229770,580913822565612615,,MOIS,Moisture,MOI,PACK,Packaging,,KQA,3,True,False,True,REPORT_ONLY,2,,RELEASE,,,,True,2026-02-28T06:26:33.615786,,2026-02-28T06:26:33.615787
368645508292166609,ITEM-0000796,405233290473229770,334795970113868249,,IMPU,Impurity A,IMP,PHY,Physical,,NCQA,4,True,False,True,REPORT_ONLY,1,,BOTH,,,,True,2026-02-28T06:26:33.615792,,2026-02-28T06:26:33.615793
1101566573337930255,ITEM-0000797,405233290473229770,50285561996328608,,TOTA,Total Impurities,TOT,MIC,Microbiology,,NCQA,5,True,False,False,TEXT,2,USP <813>,BOTH,,,,True,2026-02-28T06:26:33.615801,,2026-02-28T06:26:33.615802
712466656024091997,ITEM-0000798,405233290473229770,676722476513467419,,HARD,Hardness,HAR,IMP,Impurities,,CQA,6,True,True,True,TEXT,3,,RELEASE,0.144949,0.367653,0.642291,True,2026-02-28T06:26:33.615810,,2026-02-28T06:26:33.615811
1054847277314126748,ITEM-0000799,405233290473229770,1061934110496414612,,PART,Particle Size,PAR,BIO,Biological,,CCQA,7,True,True,True,TEXT,3,,RELEASE,,,,True,2026-02-28T06:26:33.615816,,2026-02-28T06:26:33.615817
886103808916509331,ITEM-0000800,405233290473229770,135162418283421704,,DISI,Disintegration,DIS,STER,Sterility,,KQA,8,True,False,False,TEXT,0,USP <674>,BOTH,,,,True,2026-02-28T06:26:33.615822,,2026-02-28T06:26:33.615822
879730823017265054,ITEM-0000801,405233290473229770,95255131538024228,,IDEN,Identification,IDE,IMP,Impurities,,CQA,9,True,False,False,PASS_FAIL,0,,BOTH,0.129688,0.281172,0.997774,True,2026-02-28T06:26:33.615829,,2026-02-28T06:26:33.615830
484861349660075980,ITEM-0000802,405233290473229770,717777285717911934,,SPEC,Specific Rotation,SPE,IMP,Impurities,,REPORT,10,True,False,True,REPORT_ONLY,3,,RELEASE,0.142886,0.422408,0.782558,True,2026-02-28T06:26:33.615839,,2026-02-28T06:26:33.615840
895769837407132897,ITEM-0000803,405233290473229770,513921581122906638,,FRIA,Friability,FRI,MIC,Microbiology,,CQA,11,True,True,False,TEXT,1,USP <837>,STABILITY,,,,True,2026-02-28T06:26:33.615845,,2026-02-28T06:26:33.615846
180741876447762669,ITEM-0000804,64215314608264945,602215256033389906,,CONT,Content Uniformity,CON,IMP,Impurities,,NCQA,1,True,True,False,REPORT_ONLY,3,,STABILITY,0.161907,0.452962,0.780094,True,2026-02-28T06:26:33.615859,,2026-02-28T06:26:33.615860
939364147004830827,ITEM-0000805,64215314608264945,99881660806027250,,ASSA,Assay,ASS,STER,Sterility,,KQA,2,True,True,True,TEXT,0,USP <518>,STABILITY,,,,True,2026-02-28T06:26:33.615864,,2026-02-28T06:26:33.615865
833229230118367411,ITEM-0000806,64215314608264945,1078998665205521199,,HARD,Hardness,HAR,IMP,Impurities,,REPORT,3,False,True,True,PASS_FAIL,1,USP <350>,RELEASE,0.141794,0.218786,0.897961,True,2026-02-28T06:26:33.615872,,2026-02-28T06:26:33.615873
1063611732827639778,ITEM-0000807,64215314608264945,62775856217836904,,RESI,Residual Solvents,RES,STER,Sterility,,CCQA,4,True,True,True,REPORT_ONLY,0,,STABILITY,,,,True,2026-02-28T06:26:33.615880,,2026-02-28T06:26:33.615881
1120023755585237977,ITEM-0000808,1034102498758906157,816617919109361039,,WEIG,Weight Variation,WEI,BIO,Biological,,CQA,1,True,True,False,REPORT_ONLY,1,,BOTH,,,,True,2026-02-28T06:26:33.615893,,2026-02-28T06:26:33.615894
477091926914265608,ITEM-0000809,1034102498758906157,774381358010868481,,MICR,Microbial Limits,MIC,PHY,Physical,,REPORT,2,True,True,False,NUMERIC,3,,RELEASE,,,,True,2026-02-28T06:26:33.615899,,2026-02-28T06:26:33.615900
382131897722576552,ITEM-0000810,1034102498758906157,871601593446545589,,LOSS,Loss on Drying,LOS,MIC,Microbiology,,KQA,3,True,True,False,REPORT_ONLY,0,USP <269>,STABILITY,,,,True,2026-02-28T06:26:33.615906,,2026-02-28T06:26:33.615907
983137195723869007,ITEM-0000811,1034102498758906157,797994627922165518,,ASSA,Assay,ASS,PHY,Physical,,NCQA,4,True,True,True,REPORT_ONLY,3,USP <914>,BOTH,,,,True,2026-02-28T06:26:33.615912,,2026-02-28T06:26:33.615913
391833350902259233,ITEM-0000812,1034102498758906157,916548540299163714,,IDEN,Identification,IDE,STER,Sterility,,CCQA,5,True,True,False,REPORT_ONLY,0,,BOTH,,,,True,2026-02-28T06:26:33.615918,,2026-02-28T06:26:33.615919
174206082966383130,ITEM-0000813,1034102498758906157,898374440135694090,,IMPU,Impurity A,IMP,MIC,Microbiology,,CQA,6,True,False,False,NUMERIC,1,USP <389>,RELEASE,,,,True,2026-02-28T06:26:33.615927,,2026-02-28T06:26:33.615928
645522829850744811,ITEM-0000814,1034102498758906157,688942080807271103,,RESI,Residual Solvents,RES,PACK,Packaging,,REPORT,7,True,True,True,TEXT,3,,STABILITY,,,,True,2026-02-28T06:26:33.615933,,2026-02-28T06:26:33.615934
854269504638398290,ITEM-0000815,1034102498758906157,22105049804092879,,TOTA,Total Impurities,TOT,BIO,Biological,,REPORT,8,True,False,True,REPORT_ONLY,2,,BOTH,,,,True,2026-02-28T06:26:33.615938,,2026-02-28T06:26:33.615939
882723488759068200,ITEM-0000816,1034102498758906157,286776369969276750,,CONT,Content Uniformity,CON,BIO,Biological,,KQA,9,True,True,False,TEXT,1,USP <893>,BOTH,,,,True,2026-02-28T06:26:33.615944,,2026-02-28T06:26:33.615945
475899123441484248,ITEM-0000817,794652237945847568,1014391844848269551,,ASSA,Assay,ASS,BIO,Biological,,NCQA,1,False,True,False,PASS_FAIL,3,,STABILITY,,,,True,2026-02-28T06:26:33.615954,,2026-02-28T06:26:33.615955
797859847240492622,ITEM-0000818,794652237945847568,252357494568545395,,DISS,Dissolution,DIS,STER,Sterility,,CQA,2,False,True,False,NUMERIC,2,USP <676>,RELEASE,,,,True,2026-02-28T06:26:33.615981,,2026-02-28T06:26:33.615983
714506205117129429,ITEM-0000819,794652237945847568,375028925734237889,,MICR,Microbial Limits,MIC,CHE,Chemical,,REPORT,3,True,False,True,TEXT,0,USP <736>,BOTH,,,,True,2026-02-28T06:26:33.615989,,2026-02-28T06:26:33.615990
821570562379819119,ITEM-0000820,794652237945847568,740700869498230527,,CONT,Content Uniformity,CON,MIC,Microbiology,,CQA,4,True,True,True,PASS_FAIL,1,,BOTH,,,,True,2026-02-28T06:26:33.616002,,2026-02-28T06:26:33.616004
1065347117193542220,ITEM-0000821,794652237945847568,245057921812404793,,IDEN,Identification,IDE,IMP,Impurities,,REPORT,5,True,False,True,NUMERIC,1,,RELEASE,0.182298,0.431871,0.250188,True,2026-02-28T06:26:33.616013,,2026-02-28T06:26:33.616015
621313047415360302,ITEM-0000822,794652237945847568,245057921812404793,,TOTA,Total Impurities,TOT,BIO,Biological,,CQA,6,True,True,True,NUMERIC,0,,STABILITY,,,,True,2026-02-28T06:26:33.616023,,2026-02-28T06:26:33.616024
517808383410501928,ITEM-0000823,794652237945847568,1021589744446912506,,WEIG,Weight Variation,WEI,BIO,Biological,,CQA,7,True,True,False,TEXT,0,USP <573>,STABILITY,,,,True,2026-02-28T06:26:33.616044,,2026-02-28T06:26:33.616045
801159064191800758,ITEM-0000824,48770102474611678,898374440135694090,,CONT,Content Uniformity,CON,STER,Sterility,,CCQA,1,True,True,True,NUMERIC,3,USP <389>,BOTH,,,,True,2026-02-28T06:26:33.616062,,2026-02-28T06:26:33.616063
513083220161451174,ITEM-0000825,48770102474611678,871601593446545589,,IDEN,Identification,IDE,STER,Sterility,,KQA,2,True,True,True,TEXT,2,USP <269>,RELEASE,,,,True,2026-02-28T06:26:33.616071,,2026-02-28T06:26:33.616073
389467819576687677,ITEM-0000826,48770102474611678,1134159320839636178,,IMPU,Impurity A,IMP,STER,Sterility,,KQA,3,True,True,False,REPORT_ONLY,1,USP <277>,BOTH,,,,True,2026-02-28T06:26:33.616081,,2026-02-28T06:26:33.616082
337816909685488368,ITEM-0000827,48770102474611678,4659167467616916,,WEIG,Weight Variation,WEI,CHE,Chemical,,CQA,4,True,True,False,NUMERIC,2,USP <615>,BOTH,,,,True,2026-02-28T06:26:33.616089,,2026-02-28T06:26:33.616091
913635748757910139,ITEM-0000828,48770102474611678,383085597547298600,,DISI,Disintegration,DIS,STER,Sterility,,NCQA,5,True,False,True,TEXT,3,USP <852>,STABILITY,,,,True,2026-02-28T06:26:33.616101,,2026-02-28T06:26:33.616102
820480956955645554,ITEM-0000829,48770102474611678,458369683574255077,,MICR,Microbial Limits,MIC,STER,Sterility,,REPORT,6,True,True,False,TEXT,0,USP <463>,RELEASE,,,,True,2026-02-28T06:26:33.616107,,2026-02-28T06:26:33.616108
246003472135300060,ITEM-0000830,48770102474611678,724787089043447542,,LOSS,Loss on Drying,LOS,PHY,Physical,,CCQA,7,False,False,True,REPORT_ONLY,0,USP <510>,STABILITY,,,,True,2026-02-28T06:26:33.616112,,2026-02-28T06:26:33.616113
588471924627010553,ITEM-0000831,48770102474611678,747056578772538357,,PART,Particle Size,PAR,BIO,Biological,,REPORT,8,True,False,False,TEXT,2,,BOTH,,,,True,2026-02-28T06:26:33.616118,,2026-02-28T06:26:33.616119
202923380615082193,ITEM-0000832,48770102474611678,980271365163373936,,UNIF,Uniformity of Dosage Units,UNI,MIC,Microbiology,,NCQA,9,True,False,False,TEXT,1,,RELEASE,,,,True,2026-02-28T06:26:33.616124,,2026-02-28T06:26:33.616125
897134114166749304,ITEM-0000833,48770102474611678,456655271607903577,,DESC,Description,DES,PHY,Physical,,REPORT,10,True,False,False,REPORT_ONLY,1,,RELEASE,,,,True,2026-02-28T06:26:33.616130,,2026-02-28T06:26:33.616131
845046451075558817,ITEM-0000834,48770102474611678,55122785370409621,,DISS,Dissolution,DIS,BIO,Biological,,CCQA,11,True,True,True,REPORT_ONLY,0,USP <216>,BOTH,,,,True,2026-02-28T06:26:33.616140,,2026-02-28T06:26:33.616141
108544007029868041,ITEM-0000835,48770102474611678,177813729860820424,,SPEC,Specific Rotation,SPE,BIO,Biological,,NCQA,12,True,False,True,PASS_FAIL,2,USP <680>,BOTH,,,,True,2026-02-28T06:26:33.616146,,2026-02-28T06:26:33.616147
972876458308944147,ITEM-0000836,249159692725660228,1014191434090523928,,DISI,Disintegration,DIS,PHY,Physical,,CQA,1,True,True,False,TEXT,0,,BOTH,,,,True,2026-02-28T06:26:33.616159,,2026-02-28T06:26:33.616160
984601824232688306,ITEM-0000837,249159692725660228,467007036725043596,,FRIA,Friability,FRI,PACK,Packaging,,CQA,2,True,True,True,TEXT,1,,RELEASE,,,,True,2026-02-28T06:26:33.616166,,2026-02-28T06:26:33.616167
733628776845658570,ITEM-0000838,249159692725660228,499844502123772359,,LOSS,Loss on Drying,LOS,MIC,Microbiology,,NCQA,3,False,True,True,PASS_FAIL,0,,STABILITY,,,,True,2026-02-28T06:26:33.616171,,2026-02-28T06:26:33.616172
653401336221443278,ITEM-0000839,249159692725660228,115153403375564727,,PH,pH,PH,CHE,Chemical,,NCQA,4,True,True,False,TEXT,1,USP <767>,STABILITY,,,,True,2026-02-28T06:26:33.616180,,2026-02-28T06:26:33.616181
236256890427366928,ITEM-0000840,249159692725660228,373639307370096468,,HARD,Hardness,HAR,CHE,Chemical,,CQA,5,True,True,True,REPORT_ONLY,3,,STABILITY,,,,True,2026-02-28T06:26:33.616186,,2026-02-28T06:26:33.616186
522663346406573281,ITEM-0000841,249159692725660228,565377840640053612,,DISS,Dissolution,DIS,CHE,Chemical,,REPORT,6,False,False,False,NUMERIC,0,USP <531>,STABILITY,,,,True,2026-02-28T06:26:33.616191,,2026-02-28T06:26:33.616192
144601125312561268,ITEM-0000842,249159692725660228,1073520633921252560,,IMPU,Impurity A,IMP,IMP,Impurities,,NCQA,7,True,True,False,TEXT,1,,BOTH,0.183847,0.116667,0.886335,True,2026-02-28T06:26:33.616199,,2026-02-28T06:26:33.616200
1131909790682726843,ITEM-0000843,249159692725660228,918161431545027611,,PART,Particle Size,PAR,CHE,Chemical,,REPORT,8,True,True,False,REPORT_ONLY,1,USP <889>,BOTH,,,,True,2026-02-28T06:26:33.616205,,2026-02-28T06:26:33.616205
605613828070275828,ITEM-0000844,249159692725660228,430448554913403882,,IDEN,Identification,IDE,PACK,Packaging,,KQA,9,False,True,True,TEXT,3,USP <933>,BOTH,,,,True,2026-02-28T06:26:33.616213,,2026-02-28T06:26:33.616214
1002179446699208818,ITEM-0000845,325490941012640606,71244212639204732,,RESI,Residual Solvents,RES,PACK,Packaging,,CCQA,1,True,True,True,NUMERIC,3,USP <386>,STABILITY,,,,True,2026-02-28T06:26:33.616223,,2026-02-28T06:26:33.616224
306234287738683629,ITEM-0000846,325490941012640606,625654891069950930,,ASSA,Assay,ASS,PACK,Packaging,,CQA,2,False,True,True,REPORT_ONLY,0,,RELEASE,,,,True,2026-02-28T06:26:33.616230,,2026-02-28T06:26:33.616231
918152145711493965,ITEM-0000847,325490941012640606,982531665889225515,,PART,Particle Size,PAR,PACK,Packaging,,CQA,3,True,True,True,REPORT_ONLY,3,,STABILITY,,,,True,2026-02-28T06:26:33.616236,,2026-02-28T06:26:33.616237
