batch_key,batch_number,batch_system_id,product_key,site_key,batch_type,manufacturing_date,expiry_date,retest_date,batch_size,batch_size_unit,yield_pct,batch_status,disposition_date,packaging_configuration,is_active,load_timestamp
48361191776963091,B2023-001195,ERP-426250,748299790557029992,172384463309089249,VALIDATION,2023-05-04,2026-05-03,2026-05-03,253118.5463,doses,86.2506,RELEASED,2023-05-08,Amber glass bottle,True,2026-02-28T20:37:29.885577
414644293029135803,B2022-001196,ERP-419617,844651741553426470,114090057959650911,VALIDATION,2022-02-19,2026-02-18,,50463.2349,kg,93.1621,QUARANTINE,2022-03-03,Amber glass bottle,True,2026-02-28T20:37:29.885585
930646184267932340,B2025-001197,ERP-869867,245745394246133660,46167523976552872,COMMERCIAL,2025-06-14,2029-06-13,2027-06-14,139074.1214,units,88.7865,PENDING,2025-07-10,Prefilled syringe,True,2026-02-28T20:37:29.885593
872000769987823488,B2024-001198,ERP-876756,821101436058458712,192968342959973654,REGISTRATION,2024-07-21,2027-07-21,,258110.8681,L,91.2291,PENDING,2024-08-13,Alu/Alu blister,True,2026-02-28T20:37:29.885602
733888689778244031,B2021-001199,ERP-452130,928306582405841465,612182827333231462,COMMERCIAL,2021-03-16,2024-03-15,2022-03-16,52142.2581,units,101.4535,QUARANTINE,2021-03-25,Glass vial,True,2026-02-28T20:37:29.885610
405272181381122378,B2026-001200,ERP-398186,424122628188838160,428432496504477680,EXHIBIT,2026-10-19,2031-10-18,2028-10-18,78851.5239,kg,98.7944,PENDING,,LDPE bag,True,2026-02-28T20:37:29.885622
1002957311743209147,B2024-001201,ERP-562013,760288528368192633,1063877619515961722,VALIDATION,2024-05-19,2028-05-18,,83280.8195,kg,85.3466,PENDING,,Prefilled syringe,True,2026-02-28T20:37:29.885630
1086612001707474996,B2025-001202,ERP-548884,98158537796935241,766016181409944976,COMMERCIAL,2025-09-02,2030-09-01,,50846.7524,L,86.4051,PENDING,,Prefilled syringe,True,2026-02-28T20:37:29.885640
553728790754606532,B2020-001203,ERP-785918,1051959924867118738,612600359045210181,EXHIBIT,2020-06-09,2024-06-08,,75331.6867,L,86.7631,PENDING,2020-06-13,Amber glass bottle,True,2026-02-28T20:37:29.885648
800079150321013140,B2025-001204,ERP-789757,410561556227578256,54631159255259265,COMMERCIAL,2025-03-24,2030-03-23,,192111.374,doses,90.7559,QUARANTINE,2025-03-30,Amber glass bottle,True,2026-02-28T20:37:29.885662
733795479931789720,B2022-001205,ERP-115032,1030896150716202452,723297155562110187,COMMERCIAL,2022-08-22,2024-08-21,,461892.1298,kg,92.2098,PENDING,2022-09-02,Alu/Alu blister,True,2026-02-28T20:37:29.885671
688793248042904177,B2024-001206,ERP-624949,686604745567495973,766016181409944976,REGISTRATION,2024-03-21,2028-03-20,,72648.1802,kg,97.1472,RELEASED,2024-04-16,Alu/Alu blister,True,2026-02-28T20:37:29.885681
1113611247206909203,B2022-001207,ERP-156803,297194517307733238,114090057959650911,REGISTRATION,2022-07-14,2024-07-13,2024-07-13,499075.9937,kg,96.8125,RELEASED,2022-07-24,Glass vial,True,2026-02-28T20:37:29.885690
652234606090045019,B2025-001208,ERP-937454,558795953541644026,883128150624758965,DEVELOPMENT,2025-09-26,2030-09-25,,48011.3104,doses,99.4508,PENDING,2025-09-28,HDPE bottle,True,2026-02-28T20:37:29.885698
613604491203944769,B2020-001209,ERP-222856,592220098198122256,612182827333231462,PILOT,2020-11-21,2024-11-20,2021-11-21,37711.3004,L,85.6006,PENDING,2020-12-08,Prefilled syringe,True,2026-02-28T20:37:29.885707
950922853416400181,B2026-001210,ERP-339450,101268993955423947,994180550334117185,EXHIBIT,2026-04-10,2028-04-09,,156820.0664,kg,98.6604,QUARANTINE,2026-04-22,LDPE bag,True,2026-02-28T20:37:29.885718
1152901854472664090,B2022-001211,ERP-348767,513860532816830885,774915664313290064,COMMERCIAL,2022-02-20,2025-02-19,,276232.7902,L,99.0696,QUARANTINE,2022-03-15,Amber glass bottle,True,2026-02-28T20:37:29.885726
945211347155672297,B2025-001212,ERP-937248,118223646511700898,918112986228691303,DEVELOPMENT,2025-08-04,2027-08-04,,226971.9667,units,96.7672,RELEASED,,Glass vial,True,2026-02-28T20:37:29.885736
170829386239447005,B2023-001213,ERP-473052,909959804993455660,774915664313290064,DEVELOPMENT,2023-06-12,2025-06-11,,479464.9589,kg,98.7982,RELEASED,2023-06-29,PVC/Alu blister,True,2026-02-28T20:37:29.885743
207606764674959482,B2026-001214,ERP-576027,957566328979056482,785882248787823823,VALIDATION,2026-06-18,2030-06-17,,156075.9571,kg,101.4906,RELEASED,2026-07-05,Amber glass bottle,True,2026-02-28T20:37:29.885752
727036055969529576,B2021-001215,ERP-998264,611574192357896395,667669419394748145,PILOT,2021-02-15,2024-02-15,,201026.7149,units,86.9087,QUARANTINE,2021-03-16,Prefilled syringe,True,2026-02-28T20:37:29.885760
258922661505410177,B2024-001216,ERP-799069,760288528368192633,878250793116557982,DEVELOPMENT,2024-03-14,2026-03-14,2027-03-14,400547.6898,L,93.8342,PENDING,2024-04-06,PVC/Alu blister,True,2026-02-28T20:37:29.885769
1091889623000066017,B2023-001217,ERP-830562,177487543759987487,172384463309089249,PILOT,2023-10-30,2028-10-28,,388165.6106,doses,88.0589,RELEASED,2023-11-27,LDPE bag,True,2026-02-28T20:37:29.885777
679424178365736330,B2025-001218,ERP-994328,41850826022674604,114090057959650911,DEVELOPMENT,2025-10-10,2029-10-09,,452466.4112,doses,100.6463,PENDING,2025-10-26,LDPE bag,True,2026-02-28T20:37:29.885784
161142594084047559,B2023-001219,ERP-702867,1041009993852935315,723297155562110187,REGISTRATION,2023-06-08,2028-06-06,,359332.6453,units,94.7288,PENDING,2023-06-11,Amber glass bottle,True,2026-02-28T20:37:29.885791
194806246836597910,B2026-001220,ERP-954907,486891240366752372,212293228681572212,EXHIBIT,2026-11-21,2029-11-20,2028-11-20,117984.8494,units,98.4602,RELEASED,2026-12-07,Amber glass bottle,True,2026-02-28T20:37:29.885800
280346707882059050,B2025-001221,ERP-593759,686604745567495973,352630313262767873,EXHIBIT,2025-07-23,2029-07-22,,330847.3208,kg,99.7019,QUARANTINE,,Amber glass bottle,True,2026-02-28T20:37:29.885810
704731226424208794,B2026-001222,ERP-371405,362340963069002976,428432496504477680,VALIDATION,2026-11-05,2029-11-04,2028-11-04,253465.2078,doses,85.4793,RELEASED,2026-11-09,Glass vial,True,2026-02-28T20:37:29.885822
782408235789643521,B2020-001223,ERP-445829,1076214660834861298,723297155562110187,PILOT,2020-10-03,2022-10-03,,109972.7852,L,98.1586,RELEASED,2020-10-05,LDPE bag,True,2026-02-28T20:37:29.885830
809415915640091929,B2021-001224,ERP-590029,957020388668088508,172384463309089249,VALIDATION,2021-07-08,2025-07-07,,460247.1442,doses,93.0729,QUARANTINE,2021-07-24,Prefilled syringe,True,2026-02-28T20:37:29.885838
571151375618895838,B2022-001225,ERP-762438,1122935846576123767,612182827333231462,VALIDATION,2022-12-28,2024-12-27,,194374.3556,L,95.4944,PENDING,2023-01-15,LDPE bag,True,2026-02-28T20:37:29.885846
832425649409103293,B2022-001226,ERP-867439,221567586996381497,150366354319377942,COMMERCIAL,2022-10-15,2026-10-14,,301894.3952,L,101.326,PENDING,2022-10-26,HDPE bottle,True,2026-02-28T20:37:29.885853
513945198765198413,B2021-001227,ERP-852477,921954047516987416,28990666482691588,PILOT,2021-11-23,2026-11-22,2023-11-23,45192.0674,doses,94.85,PENDING,2021-11-30,LDPE bag,True,2026-02-28T20:37:29.885862
481534279884509127,B2026-001228,ERP-695098,538361150541522713,687171029622168373,VALIDATION,2026-11-01,2029-10-31,,207087.3371,units,88.1837,RELEASED,2026-11-12,LDPE bag,True,2026-02-28T20:37:29.885870
622534708442840144,B2025-001229,ERP-623826,11195008920067929,114090057959650911,EXHIBIT,2025-05-01,2029-04-30,,277201.7222,units,95.6669,QUARANTINE,2025-05-10,Glass vial,True,2026-02-28T20:37:29.885877
1039479510821123346,B2026-001230,ERP-245471,158897841461444838,612182827333231462,REGISTRATION,2026-09-09,2031-09-08,,282681.2009,kg,90.1264,PENDING,2026-10-08,LDPE bag,True,2026-02-28T20:37:29.885885
345407875998143103,B2020-001231,ERP-820130,509203227893037148,878250793116557982,VALIDATION,2020-06-05,2024-06-04,,320553.1847,L,85.7611,QUARANTINE,2020-06-11,HDPE bottle,True,2026-02-28T20:37:29.885895
632882721723639825,B2025-001232,ERP-177855,848971712623834682,172384463309089249,PILOT,2025-07-22,2027-07-22,,190447.7766,L,99.8039,PENDING,2025-08-17,PVC/Alu blister,True,2026-02-28T20:37:29.885906
508638713109230816,B2024-001233,ERP-636280,126131073887781471,1130895423210570657,PILOT,2024-04-12,2028-04-11,2026-04-12,496885.03,doses,86.459,QUARANTINE,2024-04-14,Glass vial,True,2026-02-28T20:37:29.885915
377442297153349752,B2024-001234,ERP-208383,573448767804447703,123897802993369418,REGISTRATION,2024-11-25,2028-11-24,2027-11-25,38768.8687,units,89.0829,PENDING,2024-12-09,LDPE bag,True,2026-02-28T20:37:29.885923
718824151202658442,B2020-001235,ERP-379871,204055746867562460,123897802993369418,EXHIBIT,2020-05-14,2022-05-14,,407009.8304,kg,92.5233,PENDING,2020-05-31,Alu/Alu blister,True,2026-02-28T20:37:29.885931
130592403056091063,B2020-001236,ERP-600945,961207467351915804,397507641572828546,VALIDATION,2020-01-24,2023-01-23,,21534.3296,L,98.9256,QUARANTINE,2020-02-14,HDPE bottle,True,2026-02-28T20:37:29.885939
143947309918652209,B2024-001237,ERP-652736,936094233723781441,1130895423210570657,PILOT,2024-04-06,2026-04-06,,487234.6068,L,88.2571,PENDING,,LDPE bag,True,2026-02-28T20:37:29.885946
665118733085422563,B2022-001238,ERP-138211,1001535106285661004,1046740813346471167,REGISTRATION,2022-01-08,2026-01-07,,349090.9528,L,88.8885,PENDING,,PVC/Alu blister,True,2026-02-28T20:37:29.885954
812613132566109060,B2021-001239,ERP-608993,179714121265051460,1057351768623314821,DEVELOPMENT,2021-10-10,2025-10-09,,207290.2175,kg,95.9675,RELEASED,2021-11-08,Prefilled syringe,True,2026-02-28T20:37:29.885962
1094583676918248330,B2024-001240,ERP-363475,956104767632880398,46167523976552872,REGISTRATION,2024-04-01,2027-04-01,,203485.7172,doses,87.0724,PENDING,2024-04-28,Alu/Alu blister,True,2026-02-28T20:37:29.885969
253017771468386722,B2020-001241,ERP-479609,128540710958684665,397507641572828546,COMMERCIAL,2020-01-06,2024-01-05,2023-01-05,169325.8473,L,94.829,PENDING,2020-01-10,Prefilled syringe,True,2026-02-28T20:37:29.885979
34605084484190121,B2024-001242,ERP-202210,860976484163953607,150366354319377942,COMMERCIAL,2024-06-17,2027-06-17,2026-06-17,334370.9129,kg,96.2538,PENDING,2024-06-30,Prefilled syringe,True,2026-02-28T20:37:29.885997
647777310828701474,B2020-001243,ERP-816399,346827399503972080,413331060368526253,VALIDATION,2020-11-11,2023-11-11,,469881.1493,units,87.4395,RELEASED,,Amber glass bottle,True,2026-02-28T20:37:29.886004
1032568270049875305,B2022-001244,ERP-208098,1125248516868076356,667669419394748145,VALIDATION,2022-08-26,2027-08-25,,406721.3281,units,96.6288,QUARANTINE,2022-09-16,LDPE bag,True,2026-02-28T20:37:29.886012
1102035617138018588,B2021-001245,ERP-449467,245389488322429490,1057351768623314821,REGISTRATION,2021-12-19,2025-12-18,2023-12-19,317004.4747,doses,92.7072,RELEASED,2021-12-30,Glass vial,True,2026-02-28T20:37:29.886020
1009928395163552159,B2023-001246,ERP-463891,323826126006570945,933618731918284868,EXHIBIT,2023-05-22,2026-05-21,,286979.1172,L,100.1233,QUARANTINE,2023-06-06,Alu/Alu blister,True,2026-02-28T20:37:29.886337
256277732468334313,B2024-001247,ERP-628735,70301840082256022,612600359045210181,PILOT,2024-04-09,2027-04-09,,316566.825,units,98.1316,QUARANTINE,2024-05-09,LDPE bag,True,2026-02-28T20:37:29.886347
428270369340676193,B2023-001248,ERP-759663,1053144275250980463,467373117589015664,REGISTRATION,2023-12-23,2025-12-22,,374229.9849,doses,90.2472,PENDING,2024-01-08,Alu/Alu blister,True,2026-02-28T20:37:29.886354
106929841341288688,B2022-001249,ERP-681374,422985908885172100,467373117589015664,REGISTRATION,2022-01-16,2025-01-15,,357662.6019,units,94.8598,QUARANTINE,2022-02-15,Amber glass bottle,True,2026-02-28T20:37:29.886362
802529128051040989,B2026-001250,ERP-924374,489614531126132704,54631159255259265,COMMERCIAL,2026-02-15,2030-02-14,,85664.021,doses,86.3272,PENDING,2026-02-16,PVC/Alu blister,True,2026-02-28T20:37:29.886370
241924941457965151,B2020-001251,ERP-503636,957020388668088508,1063877619515961722,DEVELOPMENT,2020-10-17,2023-10-17,,328737.1552,kg,87.184,RELEASED,2020-11-16,Amber glass bottle,True,2026-02-28T20:37:29.886377
972987123058114715,B2021-001252,ERP-371745,542135238935959271,327217897043323182,PILOT,2021-02-17,2025-02-16,,315462.6843,kg,94.8239,QUARANTINE,,PVC/Alu blister,True,2026-02-28T20:37:29.886390
467781594678234273,B2021-001253,ERP-559517,355631771289828748,114246666796624147,REGISTRATION,2021-03-23,2024-03-22,,63278.0671,kg,92.9572,RELEASED,2021-04-18,Glass vial,True,2026-02-28T20:37:29.886398
554456335823151065,B2025-001254,ERP-767085,761194972071899359,652713864818073742,EXHIBIT,2025-06-18,2027-06-18,,14140.7131,units,86.0319,QUARANTINE,2025-07-15,Glass vial,True,2026-02-28T20:37:29.886406
250931028042081545,B2022-001255,ERP-655916,808372467264121935,196092002886341781,EXHIBIT,2022-01-20,2024-01-20,,188180.8778,kg,93.8943,PENDING,2022-02-15,Glass vial,True,2026-02-28T20:37:29.886414
781496575221106298,B2023-001256,ERP-449065,409273405564048327,1057351768623314821,PILOT,2023-06-08,2026-06-07,,192435.7491,units,97.4131,QUARANTINE,,Prefilled syringe,True,2026-02-28T20:37:29.886427
348183544414872100,B2020-001257,ERP-787090,1002460434171314836,694738612452718043,DEVELOPMENT,2020-07-31,2025-07-30,,499863.9141,kg,90.9633,RELEASED,2020-08-09,Prefilled syringe,True,2026-02-28T20:37:29.886436
1133452584623493643,B2021-001258,ERP-934164,537194213088278139,766016181409944976,VALIDATION,2021-10-22,2023-10-22,,334870.3171,units,91.6586,RELEASED,2021-10-23,Glass vial,True,2026-02-28T20:37:29.886443
821821100021921574,B2020-001259,ERP-949664,957020388668088508,114246666796624147,REGISTRATION,2020-09-14,2024-09-13,,44267.5481,units,86.4241,PENDING,2020-10-02,Prefilled syringe,True,2026-02-28T20:37:29.886451
921392762278123151,B2025-001260,ERP-280031,844651741553426470,878250793116557982,PILOT,2025-02-02,2029-02-01,,286247.5266,doses,94.804,RELEASED,2025-02-04,Amber glass bottle,True,2026-02-28T20:37:29.886459
234499610250838325,B2022-001261,ERP-949583,667372257135090204,721739277798666228,DEVELOPMENT,2022-04-25,2025-04-24,2023-04-25,38162.986,kg,97.6531,QUARANTINE,,Alu/Alu blister,True,2026-02-28T20:37:29.886472
178605496197647994,B2021-001262,ERP-651914,856728569351091309,766016181409944976,PILOT,2021-12-02,2024-12-01,2024-12-01,193858.4884,L,97.8894,RELEASED,2021-12-31,LDPE bag,True,2026-02-28T20:37:29.886485
1060426959597022075,B2020-001263,ERP-590176,493542789092470614,79239146133907914,REGISTRATION,2020-05-21,2024-05-20,,124095.8715,units,90.9492,PENDING,,Amber glass bottle,True,2026-02-28T20:37:29.886495
683925442748584019,B2026-001264,ERP-524259,639308617167818734,317572024261877103,EXHIBIT,2026-08-23,2030-08-22,,308966.9454,kg,94.5873,PENDING,2026-09-03,Alu/Alu blister,True,2026-02-28T20:37:29.886503
603714210979563243,B2025-001265,ERP-681701,221117568975403187,114090057959650911,DEVELOPMENT,2025-08-12,2027-08-12,,284189.1641,kg,93.7388,PENDING,2025-08-14,HDPE bottle,True,2026-02-28T20:37:29.886511
635376628089604138,B2021-001266,ERP-863223,191381373109002391,612182827333231462,COMMERCIAL,2021-08-04,2023-08-04,,111132.7829,kg,95.1872,QUARANTINE,2021-08-16,Prefilled syringe,True,2026-02-28T20:37:29.886519
1126206566295969095,B2020-001267,ERP-532838,516917535941014902,54631159255259265,PILOT,2020-08-11,2022-08-11,,170447.149,kg,96.1609,PENDING,,LDPE bag,True,2026-02-28T20:37:29.886526
1025308153186889450,B2021-001268,ERP-992285,94415654386651968,123897802993369418,VALIDATION,2021-05-31,2024-05-30,,91044.0141,kg,89.578,PENDING,2021-06-11,Alu/Alu blister,True,2026-02-28T20:37:29.886534
578125801406778630,B2025-001269,ERP-243653,408328079668907196,79239146133907914,VALIDATION,2025-05-11,2028-05-10,,8266.9975,L,101.7878,RELEASED,,HDPE bottle,True,2026-02-28T20:37:29.886541
1090451076598579496,B2025-001270,ERP-472932,741990468292682774,150366354319377942,VALIDATION,2025-08-25,2028-08-24,2026-08-25,475273.755,kg,89.1269,PENDING,,Amber glass bottle,True,2026-02-28T20:37:29.886550
26569208845028894,B2021-001271,ERP-414297,551450811412591478,795473164318541398,REGISTRATION,2021-03-10,2026-03-09,,351940.645,kg,93.056,QUARANTINE,2021-04-01,Alu/Alu blister,True,2026-02-28T20:37:29.886557
650035750579679489,B2020-001272,ERP-676259,670481212798873862,612182827333231462,EXHIBIT,2020-08-25,2024-08-24,,37117.6199,kg,94.5506,QUARANTINE,2020-09-02,Amber glass bottle,True,2026-02-28T20:37:29.886567
1033466299358854459,B2024-001273,ERP-898998,181312640746913140,46167523976552872,PILOT,2024-01-23,2027-01-22,,63435.5925,doses,91.411,RELEASED,2024-02-09,Prefilled syringe,True,2026-02-28T20:37:29.886575
915631772526099810,B2022-001274,ERP-967516,629959773446082277,667669419394748145,VALIDATION,2022-07-04,2027-07-03,,438450.7553,L,98.966,PENDING,,LDPE bag,True,2026-02-28T20:37:29.886585
11064551794896958,B2022-001275,ERP-564284,888974748307752303,785882248787823823,REGISTRATION,2022-11-08,2024-11-07,2024-11-07,150562.3949,doses,99.3196,RELEASED,2022-11-13,HDPE bottle,True,2026-02-28T20:37:29.886594
1817491276367746,B2024-001276,ERP-618214,685300539326985015,721739277798666228,EXHIBIT,2024-02-03,2028-02-02,,180089.8004,kg,86.4403,QUARANTINE,2024-02-29,Alu/Alu blister,True,2026-02-28T20:37:29.886603
321134287946751450,B2021-001277,ERP-786411,766202068091055949,1149565156025236853,PILOT,2021-06-22,2025-06-21,,80741.2073,L,87.6862,PENDING,2021-06-26,PVC/Alu blister,True,2026-02-28T20:37:29.886611
757297600287362428,B2024-001278,ERP-118862,315787138290419757,933618731918284868,VALIDATION,2024-11-23,2027-11-23,2027-11-23,149704.4556,L,93.9956,QUARANTINE,2024-11-27,Amber glass bottle,True,2026-02-28T20:37:29.886619
863359579802899941,B2022-001279,ERP-684807,90504420278716385,413331060368526253,PILOT,2022-03-07,2024-03-06,,384305.7685,L,99.1754,QUARANTINE,2022-03-31,Glass vial,True,2026-02-28T20:37:29.886627
657076002960821602,B2024-001280,ERP-754308,1057303164690916694,79239146133907914,COMMERCIAL,2024-03-17,2028-03-16,,61150.4966,kg,87.1473,RELEASED,2024-03-31,Amber glass bottle,True,2026-02-28T20:37:29.886635
768999078141177110,B2023-001281,ERP-878374,807780313897017119,352630313262767873,VALIDATION,2023-11-12,2025-11-11,,17272.9557,doses,94.5421,RELEASED,2023-11-25,LDPE bag,True,2026-02-28T20:37:29.886642
765717907673093300,B2023-001282,ERP-277830,695210134053250691,46167523976552872,VALIDATION,2023-09-24,2026-09-23,,20473.4941,units,92.1627,RELEASED,2023-09-30,Alu/Alu blister,True,2026-02-28T20:37:29.886652
111747538773234277,B2020-001283,ERP-807832,441475643423137882,1063877619515961722,EXHIBIT,2020-10-02,2023-10-02,,232903.4843,L,92.0747,QUARANTINE,2020-10-25,HDPE bottle,True,2026-02-28T20:37:29.886660
297995261491857790,B2021-001284,ERP-660606,98562679469027302,547473128815303591,COMMERCIAL,2021-11-25,2023-11-25,,165661.4419,kg,88.4966,RELEASED,2021-12-04,Alu/Alu blister,True,2026-02-28T20:37:29.886668
262486841998183681,B2020-001285,ERP-509901,539743454688524602,1114374057383523306,COMMERCIAL,2020-09-12,2023-09-12,,211014.8016,doses,98.994,QUARANTINE,2020-09-16,Prefilled syringe,True,2026-02-28T20:37:29.886680
387077109497113585,B2022-001286,ERP-451282,602193911373197928,918112986228691303,REGISTRATION,2022-07-19,2027-07-18,,472091.8056,doses,92.5965,PENDING,2022-08-15,LDPE bag,True,2026-02-28T20:37:29.886687
1029661290746859527,B2026-001287,ERP-731057,803327766617464194,1063877619515961722,DEVELOPMENT,2026-08-17,2028-08-16,2029-08-16,190090.8234,kg,86.9326,RELEASED,,LDPE bag,True,2026-02-28T20:37:29.886694
1080511613095894031,B2022-001288,ERP-191469,126131073887781471,19632869490552304,PILOT,2022-06-05,2025-06-04,,20240.5793,doses,94.2302,RELEASED,2022-07-04,Glass vial,True,2026-02-28T20:37:29.886705
1083315655356759730,B2023-001289,ERP-429613,171494941361260459,212293228681572212,REGISTRATION,2023-10-30,2026-10-29,,322989.6504,units,94.799,PENDING,,HDPE bottle,True,2026-02-28T20:37:29.886712
437009313722633002,B2025-001290,ERP-472616,118754325017438117,774915664313290064,COMMERCIAL,2025-09-17,2030-09-16,,291211.0315,kg,100.3716,PENDING,,LDPE bag,True,2026-02-28T20:37:29.886720
181859115684724069,B2022-001291,ERP-304184,621601931776410255,172384463309089249,DEVELOPMENT,2022-04-08,2026-04-07,,473118.3218,kg,97.3128,QUARANTINE,2022-04-26,LDPE bag,True,2026-02-28T20:37:29.886728
1012209972044633194,B2020-001292,ERP-881192,1067234900324311438,774915664313290064,EXHIBIT,2020-05-07,2022-05-07,,97089.3469,units,86.5201,QUARANTINE,2020-06-04,Amber glass bottle,True,2026-02-28T20:37:29.886739
1079380532298385406,B2021-001293,ERP-807615,94415654386651968,46167523976552872,COMMERCIAL,2021-02-23,2024-02-23,,312176.819,doses,97.8703,RELEASED,2021-03-21,HDPE bottle,True,2026-02-28T20:37:29.886750
672959730028988245,B2025-001294,ERP-929571,101268993955423947,123897802993369418,REGISTRATION,2025-01-18,2030-01-17,,269229.5363,kg,92.5607,QUARANTINE,2025-01-28,Glass vial,True,2026-02-28T20:37:29.886757
494869063683413600,B2022-001295,ERP-134763,516502687076376502,1057351768623314821,PILOT,2022-02-07,2026-02-06,2024-02-07,483440.0742,L,89.3226,QUARANTINE,2022-02-22,Prefilled syringe,True,2026-02-28T20:37:29.886769
983096546358646270,B2020-001296,ERP-183921,873245558132334181,878250793116557982,VALIDATION,2020-02-02,2022-02-01,2023-02-01,466598.8779,L,99.1023,RELEASED,2020-02-04,LDPE bag,True,2026-02-28T20:37:29.886779
947862309653610532,B2026-001297,ERP-949388,892577012030236090,1149565156025236853,EXHIBIT,2026-06-08,2031-06-07,,256403.6746,doses,89.9062,QUARANTINE,2026-06-15,PVC/Alu blister,True,2026-02-28T20:37:29.886787
1018439702294384929,B2021-001298,ERP-954915,993657727117075399,192968342959973654,REGISTRATION,2021-10-27,2023-10-27,,428343.7102,kg,95.6225,PENDING,,LDPE bag,True,2026-02-28T20:37:29.886794
758856846810727712,B2024-001299,ERP-958084,179714121265051460,114246666796624147,EXHIBIT,2024-01-14,2027-01-13,,38158.076,L,91.9456,RELEASED,2024-01-15,HDPE bottle,True,2026-02-28T20:37:29.886801
15886493159331088,B2025-001300,ERP-685379,298170960334418149,723297155562110187,REGISTRATION,2025-12-13,2030-12-12,,414800.4435,kg,98.4282,PENDING,,PVC/Alu blister,True,2026-02-28T20:37:29.886808
225724678681209459,B2024-001301,ERP-445401,88348692886148293,785882248787823823,REGISTRATION,2024-12-04,2029-12-03,,112577.2559,kg,89.9718,RELEASED,2024-12-15,HDPE bottle,True,2026-02-28T20:37:29.886816
148998353400235320,B2026-001302,ERP-932182,1088443960811792339,150366354319377942,COMMERCIAL,2026-09-01,2030-08-31,,228885.941,doses,100.2835,QUARANTINE,2026-09-25,Prefilled syringe,True,2026-02-28T20:37:29.886826
344939222395047696,B2020-001303,ERP-488610,1066752807284316733,918112986228691303,VALIDATION,2020-11-27,2023-11-27,,24549.4619,units,96.0042,RELEASED,2020-12-25,LDPE bag,True,2026-02-28T20:37:29.886834
1025555446049132604,B2025-001304,ERP-910893,171494941361260459,1011726151622241361,REGISTRATION,2025-11-02,2030-11-01,,98267.0416,kg,91.422,QUARANTINE,,Prefilled syringe,True,2026-02-28T20:37:29.886841
584250947435066770,B2020-001305,ERP-787450,709714414972167838,150366354319377942,EXHIBIT,2020-06-24,2023-06-24,,395729.9657,doses,92.1646,RELEASED,,Amber glass bottle,True,2026-02-28T20:37:29.886848
523654890647998043,B2023-001306,ERP-220630,990161513847383330,317572024261877103,VALIDATION,2023-03-14,2025-03-13,2025-03-13,64552.2364,kg,97.2611,PENDING,2023-04-02,Prefilled syringe,True,2026-02-28T20:37:29.886860
186143859924085345,B2020-001307,ERP-247476,70301840082256022,883128150624758965,PILOT,2020-01-15,2025-01-13,,302331.757,kg,90.4768,PENDING,2020-01-28,Alu/Alu blister,True,2026-02-28T20:37:29.886869
112485892481000246,B2025-001308,ERP-669543,343165652349251370,878250793116557982,EXHIBIT,2025-04-18,2027-04-18,,458987.2032,kg,85.0961,PENDING,2025-05-06,Amber glass bottle,True,2026-02-28T20:37:29.886877
868398918659348779,B2021-001309,ERP-926380,17879469996259073,327217897043323182,COMMERCIAL,2021-08-10,2024-08-09,,102507.8747,units,95.1303,RELEASED,2021-08-13,Glass vial,True,2026-02-28T20:37:29.886885
3257002960955763,B2022-001310,ERP-763408,794655605309160784,687171029622168373,VALIDATION,2022-05-22,2027-05-21,,371754.2155,doses,94.2382,PENDING,2022-06-09,Amber glass bottle,True,2026-02-28T20:37:29.886894
416672884324406809,B2023-001311,ERP-198090,1084409026984469484,547473128815303591,PILOT,2023-01-22,2025-01-21,2026-01-21,63342.2505,L,89.9425,RELEASED,2023-02-07,LDPE bag,True,2026-02-28T20:37:29.886903
304514661831974850,B2023-001312,ERP-605138,334857741551546659,933618731918284868,PILOT,2023-02-15,2027-02-14,2025-02-14,5011.9994,doses,88.0297,RELEASED,2023-02-18,Glass vial,True,2026-02-28T20:37:29.886914
596185913459580034,B2020-001313,ERP-440858,299978016621838053,933618731918284868,DEVELOPMENT,2020-07-11,2022-07-11,,430038.4333,kg,90.7214,RELEASED,2020-08-08,Prefilled syringe,True,2026-02-28T20:37:29.886922
1105376045700372483,B2022-001314,ERP-781305,94415654386651968,1063877619515961722,PILOT,2022-09-17,2026-09-16,2024-09-16,379949.7831,L,88.6366,QUARANTINE,,HDPE bottle,True,2026-02-28T20:37:29.886931
277048344353958323,B2023-001315,ERP-128662,909959804993455660,79239146133907914,PILOT,2023-08-27,2026-08-26,2026-08-26,462942.4727,units,89.4302,PENDING,,Alu/Alu blister,True,2026-02-28T20:37:29.886938
842405350411836665,B2022-001316,ERP-274348,1059569585534443896,723297155562110187,VALIDATION,2022-05-29,2026-05-28,2024-05-28,33788.1122,kg,98.3752,RELEASED,2022-06-26,LDPE bag,True,2026-02-28T20:37:29.886949
88737522121380332,B2022-001317,ERP-897242,766202068091055949,1057351768623314821,COMMERCIAL,2022-08-24,2026-08-23,,187504.4484,doses,100.8194,PENDING,,PVC/Alu blister,True,2026-02-28T20:37:29.886956
6990929266693392,B2026-001318,ERP-346285,1052611710794922969,327217897043323182,REGISTRATION,2026-07-08,2030-07-07,2027-07-08,123376.8866,kg,87.3422,QUARANTINE,2026-07-10,Amber glass bottle,True,2026-02-28T20:37:29.886965
199849645499238511,B2021-001319,ERP-391928,807780313897017119,28990666482691588,COMMERCIAL,2021-08-10,2026-08-09,,193664.0423,doses,92.89,PENDING,2021-08-12,PVC/Alu blister,True,2026-02-28T20:37:29.886972
