instrument_key,instrument_id,instrument_name,instrument_type,serial_number,manufacturer,qualification_status,calibration_due_date,location,is_active,load_timestamp
16032614526566374,INST-00155,Mettler Toledo KF 8240,KF,SN-628695,Mettler Toledo,QUALIFIED,2027-04-22,"Lab 12, Room 161",True,2026-02-28T06:26:33.800723
438570541001800094,INST-00156,Mettler Toledo IR 8248,IR,SN-910894,Mettler Toledo,PENDING_PQ,2027-06-14,"Lab 3, Room 176",True,2026-02-28T06:26:33.800730
347137873151272108,INST-00157,Malvern PSD 8240,PSD,SN-971558,Malvern,QUALIFIED,2027-02-04,"Lab 12, Room 322",True,2026-02-28T06:26:33.800735
226139910310552392,INST-00158,Malvern BALANCE 9939,BALANCE,SN-463275,Malvern,PENDING_PQ,2027-06-13,"Lab 5, Room 142",True,2026-02-28T06:26:33.800741
501500628000696762,INST-00159,Malvern HPLC 2959,HPLC,SN-435902,Malvern,PENDING_OQ,2027-08-26,"Lab 2, Room 173",True,2026-02-28T06:26:33.800750
223587563023976059,INST-00160,Bruker PSD 7452,PSD,SN-948376,Bruker,QUALIFIED,2027-08-03,"Lab 3, Room 138",True,2026-02-28T06:26:33.800763
217333225801576221,INST-00161,Malvern HPLC 8123,HPLC,SN-243752,Malvern,PENDING_PQ,2026-05-13,"Lab 9, Room 408",True,2026-02-28T06:26:33.800772
352937267262140559,INST-00162,Thermo Fisher UV_VIS 1145,UV_VIS,SN-548679,Thermo Fisher,PENDING_PQ,2026-12-07,"Lab 12, Room 335",True,2026-02-28T06:26:33.800780
449749615933575164,INST-00163,Waters BALANCE 1857,BALANCE,SN-871043,Waters,PENDING_OQ,2025-06-12,"Lab 17, Room 370",True,2026-02-28T06:26:33.800790
958855875220826215,INST-00164,Thermo Fisher UV_VIS 8357,UV_VIS,SN-547046,Thermo Fisher,QUALIFIED,2025-10-11,"Lab 10, Room 229",True,2026-02-28T06:26:33.800796
562155333271434626,INST-00165,Agilent BALANCE 5351,BALANCE,SN-205021,Agilent,PENDING_PQ,2025-10-22,"Lab 11, Room 265",True,2026-02-28T06:26:33.800801
253711693360251626,INST-00166,Sotax HPLC 9467,HPLC,SN-142732,Sotax,PENDING_PQ,2025-05-23,"Lab 8, Room 257",True,2026-02-28T06:26:33.800807
943240502425633289,INST-00167,Thermo Fisher GC 5457,GC,SN-587767,Thermo Fisher,PENDING_PQ,2025-07-08,"Lab 13, Room 188",True,2026-02-28T06:26:33.800812
282095661344537483,INST-00168,Shimadzu GC 9570,GC,SN-249639,Shimadzu,QUALIFIED,2026-01-12,"Lab 17, Room 159",True,2026-02-28T06:26:33.800818
1068914934440725276,INST-00169,Malvern GC 6085,GC,SN-352187,Malvern,PENDING_OQ,2027-04-24,"Lab 8, Room 115",True,2026-02-28T06:26:33.800823
487101518639227919,INST-00170,Mettler Toledo BALANCE 2155,BALANCE,SN-792871,Mettler Toledo,PENDING_OQ,2027-12-13,"Lab 20, Room 246",True,2026-02-28T06:26:33.800829
648645505481727374,INST-00171,PerkinElmer GC 9850,GC,SN-822885,PerkinElmer,PENDING_PQ,2025-04-28,"Lab 6, Room 324",True,2026-02-28T06:26:33.800834
1073392722346501786,INST-00172,Mettler Toledo IR 1960,IR,SN-268120,Mettler Toledo,PENDING_OQ,2026-10-13,"Lab 7, Room 320",True,2026-02-28T06:26:33.800839
1074541980910811758,INST-00173,Thermo Fisher UV_VIS 6217,UV_VIS,SN-794834,Thermo Fisher,PENDING_OQ,2025-08-12,"Lab 13, Room 411",True,2026-02-28T06:26:33.800850
502570480481712190,INST-00174,Agilent HPLC 1057,HPLC,SN-447631,Agilent,PENDING_OQ,2026-03-11,"Lab 10, Room 291",True,2026-02-28T06:26:33.800856
17617233634470746,INST-00175,Thermo Fisher PH_METER 7690,PH_METER,SN-706561,Thermo Fisher,QUALIFIED,2025-05-29,"Lab 14, Room 278",True,2026-02-28T06:26:33.800862
633451894251789950,INST-00176,Sotax GC 7123,GC,SN-834065,Sotax,QUALIFIED,2025-08-28,"Lab 1, Room 111",True,2026-02-28T06:26:33.800867
812283386217360919,INST-00177,Malvern UV_VIS 1996,UV_VIS,SN-886600,Malvern,PENDING_PQ,2025-04-27,"Lab 10, Room 137",True,2026-02-28T06:26:33.800873
1028421803621336875,INST-00178,Mettler Toledo KF 2087,KF,SN-642830,Mettler Toledo,PENDING_PQ,2025-08-25,"Lab 19, Room 461",True,2026-02-28T06:26:33.800879
920702836438747607,INST-00179,Waters BALANCE 4376,BALANCE,SN-511885,Waters,PENDING_OQ,2026-08-14,"Lab 5, Room 481",True,2026-02-28T06:26:33.800884
294297991242054658,INST-00180,Agilent UV_VIS 2477,UV_VIS,SN-169171,Agilent,PENDING_PQ,2025-08-06,"Lab 7, Room 127",True,2026-02-28T06:26:33.800891
992366180676662819,INST-00181,Waters GC 6454,GC,SN-561016,Waters,QUALIFIED,2025-06-01,"Lab 20, Room 486",True,2026-02-28T06:26:33.800899
860560415586075045,INST-00182,Waters DISSOLUTION 9220,DISSOLUTION,SN-394481,Waters,QUALIFIED,2026-01-26,"Lab 12, Room 190",True,2026-02-28T06:26:33.800905
1058771609860687341,INST-00183,Mettler Toledo KF 5065,KF,SN-618584,Mettler Toledo,PENDING_PQ,2026-09-08,"Lab 14, Room 462",True,2026-02-28T06:26:33.800912
927453356747323118,INST-00184,PerkinElmer KF 1212,KF,SN-305205,PerkinElmer,QUALIFIED,2027-12-23,"Lab 18, Room 435",True,2026-02-28T06:26:33.800918
281922527253545880,INST-00185,Waters KF 7022,KF,SN-696870,Waters,PENDING_OQ,2027-11-02,"Lab 11, Room 200",True,2026-02-28T06:26:33.800924
315443594595627249,INST-00186,Bruker BALANCE 2089,BALANCE,SN-575828,Bruker,PENDING_OQ,2026-08-13,"Lab 13, Room 323",True,2026-02-28T06:26:33.800929
289735698550779506,INST-00187,Malvern PSD 8094,PSD,SN-512122,Malvern,QUALIFIED,2027-03-29,"Lab 8, Room 148",True,2026-02-28T06:26:33.800935
113443751556653443,INST-00188,Waters PSD 5108,PSD,SN-455870,Waters,PENDING_OQ,2027-09-24,"Lab 7, Room 197",True,2026-02-28T06:26:33.800943
482380664831417033,INST-00189,Shimadzu IR 4883,IR,SN-240664,Shimadzu,PENDING_OQ,2026-10-12,"Lab 2, Room 279",True,2026-02-28T06:26:33.800949
419357388018522570,INST-00190,Sotax KF 8234,KF,SN-233067,Sotax,QUALIFIED,2025-06-06,"Lab 2, Room 331",True,2026-02-28T06:26:33.800955
846651885566641331,INST-00191,Thermo Fisher HPLC 7060,HPLC,SN-540104,Thermo Fisher,PENDING_PQ,2025-02-09,"Lab 8, Room 239",True,2026-02-28T06:26:33.800968
892204478826174946,INST-00192,Mettler Toledo IR 3896,IR,SN-728331,Mettler Toledo,PENDING_OQ,2025-09-15,"Lab 12, Room 136",True,2026-02-28T06:26:33.800975
1072140857520032898,INST-00193,Thermo Fisher GC 8723,GC,SN-156604,Thermo Fisher,QUALIFIED,2027-05-04,"Lab 13, Room 316",True,2026-02-28T06:26:33.800983
503252550473380537,INST-00194,Malvern UV_VIS 9271,UV_VIS,SN-390695,Malvern,PENDING_OQ,2026-04-23,"Lab 7, Room 337",True,2026-02-28T06:26:33.800989
470943171170321527,INST-00195,Waters PSD 6181,PSD,SN-634571,Waters,QUALIFIED,2025-06-23,"Lab 15, Room 382",True,2026-02-28T06:26:33.800995
694134544949641032,INST-00196,PerkinElmer PH_METER 1740,PH_METER,SN-932195,PerkinElmer,PENDING_OQ,2026-05-28,"Lab 10, Room 471",True,2026-02-28T06:26:33.801000
573512980363643259,INST-00197,Shimadzu GC 9237,GC,SN-518907,Shimadzu,PENDING_OQ,2027-09-29,"Lab 8, Room 327",True,2026-02-28T06:26:33.801007
505230108567651849,INST-00198,Agilent BALANCE 5925,BALANCE,SN-358482,Agilent,PENDING_OQ,2026-09-13,"Lab 2, Room 327",True,2026-02-28T06:26:33.801012
925239530990084701,INST-00199,Thermo Fisher DISSOLUTION 1413,DISSOLUTION,SN-401618,Thermo Fisher,QUALIFIED,2025-02-02,"Lab 4, Room 394",True,2026-02-28T06:26:33.801018
1122257253531572893,INST-00200,Thermo Fisher PSD 2247,PSD,SN-295163,Thermo Fisher,PENDING_OQ,2027-12-11,"Lab 20, Room 415",True,2026-02-28T06:26:33.801024
