material_key,material_id,material_name,material_type_code,material_type_name,cas_number,molecular_formula,molecular_weight,inn_name,compendial_name,pharmacopoeia_grade,grade,supplier_name,retest_period_months,storage_requirements,is_active,load_timestamp
877034682987187727,MAT-00136,Material-00136,RAW_MATERIAL,Raw Material,702181-19-9,,,,Material-00136,NF,pharmaceutical,BASF,60,Protect from light,True,2026-02-28T06:26:33.563832
824035061009818741,MAT-00137,Material-00137,PACKAGING,Packaging Material,341233-81-1,,,,Material-00137,NF,pharmaceutical,Evonik,36,Store at -20C,True,2026-02-28T06:26:33.563837
636998354986004352,MAT-00138,Rituximab,API,Active Pharmaceutical Ingredient,114077-97-9,F3Br7P27Cl5C29,738.8447,Rituximab,Rituximab,IN_HOUSE,pharmaceutical,Dr. Reddy's,12,Store below 30C,True,2026-02-28T06:26:33.563848
416491024001909687,MAT-00139,Material-00139,RAW_MATERIAL,Raw Material,156514-67-8,,,,Material-00139,JP,pharmaceutical,DFE Pharma,60,Protect from light,True,2026-02-28T06:26:33.563853
594404923251468217,MAT-00140,Material-00140,PACKAGING,Packaging Material,205221-36-5,,,,Material-00140,JP,pharmaceutical,Croda,36,Store at -20C,True,2026-02-28T06:26:33.563861
125241665811763599,MAT-00141,Material-00141,RAW_MATERIAL,Raw Material,959620-54-1,,,,Material-00141,ACS,pharmaceutical,Sigma-Aldrich,60,Protect from light,True,2026-02-28T06:26:33.563867
1025363981109686196,MAT-00142,Material-00142,PACKAGING,Packaging Material,888861-26-4,,,,Material-00142,USP,pharmaceutical,Shin-Etsu,60,Store below 25C,True,2026-02-28T06:26:33.563872
131732623280848807,MAT-00143,Liraglutide,API,Active Pharmaceutical Ingredient,587284-55-1,C19O13Br21F11,882.951,Liraglutide,Liraglutide,NF,pharmaceutical,DFE Pharma,48,Protect from light,True,2026-02-28T06:26:33.563883
20190895763628720,MAT-00144,Material-00144,EXCIPIENT,Excipient,694718-32-7,,,,Material-00144,EP,pharmaceutical,Colorcon,60,Store at -20C,True,2026-02-28T06:26:33.563892
380170012049723406,MAT-00145,Material-00145,INTERMEDIATE,Intermediate,880814-63-2,,,,Material-00145,JP,pharmaceutical,Aurobindo,24,Store below 30C,True,2026-02-28T06:26:33.563899
735399248184121791,MAT-00146,Amlodipine,API,Active Pharmaceutical Ingredient,679935-12-2,Cl28N15C29H26O23,764.8725,Amlodipine,Amlodipine,NF,pharmaceutical,Croda,24,Store at -20C,True,2026-02-28T06:26:33.563915
353493289588707565,MAT-00147,Material-00147,REFERENCE_STD,Reference Standard,444776-80-7,,,,Material-00147,NF,pharmaceutical,Shin-Etsu,24,Store below 30C,True,2026-02-28T06:26:33.563923
408762399884311145,MAT-00148,Material-00148,PACKAGING,Packaging Material,633991-10-9,,,,Material-00148,NF,pharmaceutical,Aurobindo,24,Store in dry place,True,2026-02-28T06:26:33.563934
1052289678760686884,MAT-00149,Material-00149,REFERENCE_STD,Reference Standard,282379-62-8,,,,Material-00149,ACS,pharmaceutical,Shin-Etsu,12,Store below 25C,True,2026-02-28T06:26:33.563939
883533748614835876,MAT-00150,Material-00150,REFERENCE_STD,Reference Standard,506793-57-1,,,,Material-00150,ACS,pharmaceutical,Roquette,12,Store below 30C,True,2026-02-28T06:26:33.563947
251339233064873605,MAT-00151,Material-00151,RAW_MATERIAL,Raw Material,766866-77-4,,,,Material-00151,NF,pharmaceutical,Gattefosse,12,Protect from light,True,2026-02-28T06:26:33.563955
263275556376775738,MAT-00152,Material-00152,REFERENCE_STD,Reference Standard,92792-41-7,,,,Material-00152,IN_HOUSE,pharmaceutical,Teva API,12,Store in dry place,True,2026-02-28T06:26:33.563968
130468930142191020,MAT-00153,Material-00153,RAW_MATERIAL,Raw Material,565439-84-4,,,,Material-00153,ACS,pharmaceutical,Sigma-Aldrich,36,Protect from light,True,2026-02-28T06:26:33.563974
412748180772303468,MAT-00154,Empagliflozin,API,Active Pharmaceutical Ingredient,476139-75-7,Cl10F6P2N23,1115.151,Empagliflozin,Empagliflozin,IN_HOUSE,pharmaceutical,Ashland,60,Store at 2-8C,True,2026-02-28T06:26:33.563985
880515364470110826,MAT-00155,Cetuximab,API,Active Pharmaceutical Ingredient,496194-84-2,S10C16,190.7612,Cetuximab,Cetuximab,ACS,pharmaceutical,BASF,36,Store at 2-8C,True,2026-02-28T06:26:33.563995
954731163856762693,MAT-00156,Material-00156,EXCIPIENT,Excipient,645760-45-4,,,,Material-00156,JP,pharmaceutical,Sigma-Aldrich,12,Protect from light,True,2026-02-28T06:26:33.564003
1096407190183614488,MAT-00157,Material-00157,EXCIPIENT,Excipient,954392-85-2,,,,Material-00157,IN_HOUSE,pharmaceutical,Roquette,36,Store below 30C,True,2026-02-28T06:26:33.564011
389592947963470633,MAT-00158,Material-00158,INTERMEDIATE,Intermediate,820589-99-3,,,,Material-00158,NF,pharmaceutical,Evonik,60,Store below 25C,True,2026-02-28T06:26:33.564019
324385683842204199,MAT-00159,Material-00159,INTERMEDIATE,Intermediate,88551-28-9,,,,Material-00159,EP,pharmaceutical,Aurobindo,48,Store at -20C,True,2026-02-28T06:26:33.564027
380729674583520470,MAT-00160,Material-00160,PACKAGING,Packaging Material,249555-94-7,,,,Material-00160,IN_HOUSE,pharmaceutical,Merck KGaA,24,Store below 30C,True,2026-02-28T06:26:33.564038
974623568443741712,MAT-00161,Material-00161,REFERENCE_STD,Reference Standard,770083-54-0,,,,Material-00161,IN_HOUSE,pharmaceutical,Ashland,12,Store below 25C,True,2026-02-28T06:26:33.564046
382802190326508962,MAT-00162,Material-00162,EXCIPIENT,Excipient,486604-61-7,,,,Material-00162,JP,pharmaceutical,Roquette,60,Store below 30C,True,2026-02-28T06:26:33.564052
541980112185031498,MAT-00163,Material-00163,PACKAGING,Packaging Material,716762-59-7,,,,Material-00163,JP,pharmaceutical,Evonik,60,Store at -20C,True,2026-02-28T06:26:33.564056
114192669029551895,MAT-00164,Montelukast,API,Active Pharmaceutical Ingredient,972313-67-6,P21C12Br28S14,771.5341,Montelukast,Montelukast,IN_HOUSE,pharmaceutical,Aurobindo,36,Store at 2-8C,True,2026-02-28T06:26:33.564069
68427098788713810,MAT-00165,Material-00165,INTERMEDIATE,Intermediate,280111-22-4,,,,Material-00165,IN_HOUSE,pharmaceutical,Croda,48,Store at -20C,True,2026-02-28T06:26:33.564074
168788460915487383,MAT-00166,Material-00166,RAW_MATERIAL,Raw Material,785528-40-9,,,,Material-00166,EP,pharmaceutical,Gattefosse,36,Store in dry place,True,2026-02-28T06:26:33.564079
218351797492966496,MAT-00167,Material-00167,RAW_MATERIAL,Raw Material,188706-50-8,,,,Material-00167,USP,pharmaceutical,Merck KGaA,12,Store below 25C,True,2026-02-28T06:26:33.564084
105736139237017917,MAT-00168,Carvedilol,API,Active Pharmaceutical Ingredient,102494-77-1,F7O2PN20Cl3,162.5701,Carvedilol,Carvedilol,ACS,pharmaceutical,Merck KGaA,24,Protect from light,True,2026-02-28T06:26:33.564095
475208433963375687,MAT-00169,Material-00169,RAW_MATERIAL,Raw Material,127756-25-1,,,,Material-00169,ACS,pharmaceutical,Evonik,48,Store in dry place,True,2026-02-28T06:26:33.564100
212864069505965013,MAT-00170,Material-00170,RAW_MATERIAL,Raw Material,593616-33-1,,,,Material-00170,IN_HOUSE,pharmaceutical,Evonik,36,Store at 2-8C,True,2026-02-28T06:26:33.564108
721441862241745668,MAT-00171,Material-00171,PACKAGING,Packaging Material,692611-19-7,,,,Material-00171,JP,pharmaceutical,Dr. Reddy's,48,Store in dry place,True,2026-02-28T06:26:33.564113
575008483511088875,MAT-00172,Material-00172,RAW_MATERIAL,Raw Material,807328-51-4,,,,Material-00172,EP,pharmaceutical,Dr. Reddy's,12,Store at 2-8C,True,2026-02-28T06:26:33.564118
1105606306300033490,MAT-00173,Telmisartan,API,Active Pharmaceutical Ingredient,407516-52-0,S16N30O7C20,531.8979,Telmisartan,Telmisartan,IN_HOUSE,pharmaceutical,Roquette,12,Store below 30C,True,2026-02-28T06:26:33.564127
526241879938399877,MAT-00174,Material-00174,REFERENCE_STD,Reference Standard,806098-65-3,,,,Material-00174,ACS,pharmaceutical,Merck KGaA,12,Store at -20C,True,2026-02-28T06:26:33.564132
64479177695805744,MAT-00175,Material-00175,RAW_MATERIAL,Raw Material,271627-23-0,,,,Material-00175,USP,pharmaceutical,BASF,60,Store in dry place,True,2026-02-28T06:26:33.564139
1138802563075434127,MAT-00176,Material-00176,INTERMEDIATE,Intermediate,815042-67-0,,,,Material-00176,NF,pharmaceutical,Evonik,12,Store below 25C,True,2026-02-28T06:26:33.564144
198617116192276285,MAT-00177,Material-00177,RAW_MATERIAL,Raw Material,409501-44-2,,,,Material-00177,IN_HOUSE,pharmaceutical,Shin-Etsu,48,Protect from light,True,2026-02-28T06:26:33.564149
344327299592527595,MAT-00178,Rivaroxaban,API,Active Pharmaceutical Ingredient,742028-72-7,Cl13H23S27Br25C16,233.324,Rivaroxaban,Rivaroxaban,ACS,pharmaceutical,MSN Labs,36,Store at 2-8C,True,2026-02-28T06:26:33.564159
1012048483270807072,MAT-00179,Material-00179,RAW_MATERIAL,Raw Material,317588-61-0,,,,Material-00179,IN_HOUSE,pharmaceutical,Merck KGaA,12,Store at 2-8C,True,2026-02-28T06:26:33.564168
197532138457849460,MAT-00180,Material-00180,REFERENCE_STD,Reference Standard,894844-53-1,,,,Material-00180,NF,pharmaceutical,Dr. Reddy's,36,Store in dry place,True,2026-02-28T06:26:33.564182
1082479791689571495,MAT-00181,Material-00181,EXCIPIENT,Excipient,185247-80-0,,,,Material-00181,NF,pharmaceutical,Merck KGaA,24,Store at 2-8C,True,2026-02-28T06:26:33.564187
680864370466521241,MAT-00182,Material-00182,RAW_MATERIAL,Raw Material,409104-23-5,,,,Material-00182,NF,pharmaceutical,BASF,48,Store in dry place,True,2026-02-28T06:26:33.564192
355374579431685281,MAT-00183,Material-00183,EXCIPIENT,Excipient,146790-14-3,,,,Material-00183,USP,pharmaceutical,Teva API,60,Store below 30C,True,2026-02-28T06:26:33.564197
815260603016494641,MAT-00184,Material-00184,PACKAGING,Packaging Material,407702-18-8,,,,Material-00184,IN_HOUSE,pharmaceutical,Ashland,48,Protect from light,True,2026-02-28T06:26:33.564201
49097790552601405,MAT-00185,Material-00185,PACKAGING,Packaging Material,17265-14-5,,,,Material-00185,USP,pharmaceutical,Shin-Etsu,12,Store at -20C,True,2026-02-28T06:26:33.564206
170355098683634680,MAT-00186,Hydrochlorothiazide,API,Active Pharmaceutical Ingredient,846359-93-8,P30N3F2S24H5,637.7842,Hydrochlorothiazide,Hydrochlorothiazide,USP,pharmaceutical,Roquette,60,Store below 25C,True,2026-02-28T06:26:33.564218
483873375341721928,MAT-00187,Material-00187,EXCIPIENT,Excipient,735413-93-2,,,,Material-00187,USP,pharmaceutical,Evonik,12,Store at 2-8C,True,2026-02-28T06:26:33.564222
391569267925370140,MAT-00188,Dapagliflozin,API,Active Pharmaceutical Ingredient,640966-31-9,H16P20,979.0927,Dapagliflozin,Dapagliflozin,EP,pharmaceutical,BASF,24,Store at -20C,True,2026-02-28T06:26:33.564231
10031150301993707,MAT-00189,Material-00189,INTERMEDIATE,Intermediate,850991-96-6,,,,Material-00189,JP,pharmaceutical,BASF,60,Protect from light,True,2026-02-28T06:26:33.564236
11928455089471625,MAT-00190,Material-00190,EXCIPIENT,Excipient,337261-37-0,,,,Material-00190,ACS,pharmaceutical,Evonik,36,Store below 25C,True,2026-02-28T06:26:33.564244
77782011607367580,MAT-00191,Escitalopram,API,Active Pharmaceutical Ingredient,148147-63-2,P30N19O2H5,209.9646,Escitalopram,Escitalopram,IN_HOUSE,pharmaceutical,Croda,48,Store below 30C,True,2026-02-28T06:26:33.564255
387123265628170163,MAT-00192,Sitagliptin,API,Active Pharmaceutical Ingredient,84693-10-0,H23S26O26,949.819,Sitagliptin,Sitagliptin,IN_HOUSE,pharmaceutical,Evonik,24,Store below 30C,True,2026-02-28T06:26:33.564265
133305008206493943,MAT-00193,Material-00193,RAW_MATERIAL,Raw Material,284161-76-7,,,,Material-00193,NF,pharmaceutical,Colorcon,24,Protect from light,True,2026-02-28T06:26:33.564271
846080510451358416,MAT-00194,Material-00194,RAW_MATERIAL,Raw Material,39498-86-2,,,,Material-00194,IN_HOUSE,pharmaceutical,Roquette,60,Store below 25C,True,2026-02-28T06:26:33.564288
712115736643335833,MAT-00195,Material-00195,RAW_MATERIAL,Raw Material,866680-48-5,,,,Material-00195,NF,pharmaceutical,Sigma-Aldrich,60,Store below 30C,True,2026-02-28T06:26:33.564294
234437892501897840,MAT-00196,Material-00196,EXCIPIENT,Excipient,123265-77-1,,,,Material-00196,ACS,pharmaceutical,Shin-Etsu,60,Protect from light,True,2026-02-28T06:26:33.564298
137435289192033472,MAT-00197,Material-00197,EXCIPIENT,Excipient,486815-90-3,,,,Material-00197,JP,pharmaceutical,Sigma-Aldrich,24,Store below 25C,True,2026-02-28T06:26:33.564303
502673623809815550,MAT-00198,Material-00198,EXCIPIENT,Excipient,718580-70-7,,,,Material-00198,EP,pharmaceutical,Evonik,12,Store below 25C,True,2026-02-28T06:26:33.564308
1145157396708140523,MAT-00199,Material-00199,RAW_MATERIAL,Raw Material,381934-46-3,,,,Material-00199,NF,pharmaceutical,Ashland,36,Protect from light,True,2026-02-28T06:26:33.564313
273113709144756741,MAT-00200,Material-00200,PACKAGING,Packaging Material,45471-23-0,,,,Material-00200,ACS,pharmaceutical,Evonik,24,Store below 25C,True,2026-02-28T06:26:33.564320
843438528711806255,MAT-00201,Material-00201,PACKAGING,Packaging Material,539965-24-1,,,,Material-00201,EP,pharmaceutical,Teva API,48,Protect from light,True,2026-02-28T06:26:33.564327
620400600253119043,MAT-00202,Material-00202,REFERENCE_STD,Reference Standard,341856-63-3,,,,Material-00202,IN_HOUSE,pharmaceutical,Merck KGaA,36,Store below 30C,True,2026-02-28T06:26:33.564332
797655555976764002,MAT-00203,Clopidogrel,API,Active Pharmaceutical Ingredient,238896-22-3,O19Cl16H2C29P14,259.4354,Clopidogrel,Clopidogrel,ACS,pharmaceutical,Roquette,24,Store at -20C,True,2026-02-28T06:26:33.564343
219891946489890265,MAT-00204,Material-00204,INTERMEDIATE,Intermediate,143080-68-3,,,,Material-00204,IN_HOUSE,pharmaceutical,Shin-Etsu,36,Store below 30C,True,2026-02-28T06:26:33.564348
733884184162604228,MAT-00205,Material-00205,INTERMEDIATE,Intermediate,133441-14-9,,,,Material-00205,USP,pharmaceutical,Ashland,24,Store below 25C,True,2026-02-28T06:26:33.564353
759994901412613911,MAT-00206,Material-00206,PACKAGING,Packaging Material,480904-63-2,,,,Material-00206,JP,pharmaceutical,Colorcon,36,Protect from light,True,2026-02-28T06:26:33.564358
83521013307820945,MAT-00207,Material-00207,EXCIPIENT,Excipient,827949-91-9,,,,Material-00207,EP,pharmaceutical,Croda,60,Store below 30C,True,2026-02-28T06:26:33.564363
787435656430480882,MAT-00208,Carvedilol,API,Active Pharmaceutical Ingredient,898652-76-7,BrP24N14,909.7967,Carvedilol,Carvedilol,EP,pharmaceutical,Colorcon,36,Store at -20C,True,2026-02-28T06:26:33.564372
453063356115270171,MAT-00209,Material-00209,REFERENCE_STD,Reference Standard,233260-85-2,,,,Material-00209,ACS,pharmaceutical,MSN Labs,12,Store at -20C,True,2026-02-28T06:26:33.564380
105574422080855058,MAT-00210,Metformin,API,Active Pharmaceutical Ingredient,493565-74-0,P15Cl16O8F3C18,928.3866,Metformin,Metformin,IN_HOUSE,pharmaceutical,Teva API,48,Store below 30C,True,2026-02-28T06:26:33.564394
300672526092577205,MAT-00211,Material-00211,EXCIPIENT,Excipient,375865-47-3,,,,Material-00211,IN_HOUSE,pharmaceutical,BASF,12,Store at -20C,True,2026-02-28T06:26:33.564400
979846930165310014,MAT-00212,Material-00212,RAW_MATERIAL,Raw Material,319694-30-7,,,,Material-00212,ACS,pharmaceutical,Teva API,60,Store below 25C,True,2026-02-28T06:26:33.564405
531207156362622256,MAT-00213,Material-00213,PACKAGING,Packaging Material,486338-27-6,,,,Material-00213,EP,pharmaceutical,Dr. Reddy's,36,Store in dry place,True,2026-02-28T06:26:33.564409
574582716069972692,MAT-00214,Material-00214,PACKAGING,Packaging Material,738144-91-0,,,,Material-00214,IN_HOUSE,pharmaceutical,BASF,48,Store in dry place,True,2026-02-28T06:26:33.564414
90170080786279545,MAT-00215,Material-00215,INTERMEDIATE,Intermediate,556760-14-4,,,,Material-00215,NF,pharmaceutical,Dr. Reddy's,36,Store in dry place,True,2026-02-28T06:26:33.564419
52865776013319727,MAT-00216,Material-00216,REFERENCE_STD,Reference Standard,568834-83-3,,,,Material-00216,IN_HOUSE,pharmaceutical,BASF,60,Store at 2-8C,True,2026-02-28T06:26:33.564424
439083486970714750,MAT-00217,Material-00217,RAW_MATERIAL,Raw Material,977577-17-8,,,,Material-00217,IN_HOUSE,pharmaceutical,Shin-Etsu,12,Store below 25C,True,2026-02-28T06:26:33.564428
654482934800750108,MAT-00218,Material-00218,PACKAGING,Packaging Material,383399-69-9,,,,Material-00218,USP,pharmaceutical,Shin-Etsu,36,Store below 30C,True,2026-02-28T06:26:33.564433
62528728862963026,MAT-00219,Material-00219,RAW_MATERIAL,Raw Material,585984-18-8,,,,Material-00219,IN_HOUSE,pharmaceutical,Dr. Reddy's,24,Store below 30C,True,2026-02-28T06:26:33.564438
986433251796631048,MAT-00220,Material-00220,INTERMEDIATE,Intermediate,250274-79-1,,,,Material-00220,IN_HOUSE,pharmaceutical,Roquette,60,Store in dry place,True,2026-02-28T06:26:33.564445
364972743274407268,MAT-00221,Material-00221,EXCIPIENT,Excipient,789809-38-5,,,,Material-00221,JP,pharmaceutical,MSN Labs,36,Protect from light,True,2026-02-28T06:26:33.564449
1138013541960636721,MAT-00222,Material-00222,RAW_MATERIAL,Raw Material,443523-45-0,,,,Material-00222,USP,pharmaceutical,Shin-Etsu,36,Store at -20C,True,2026-02-28T06:26:33.564454
792046931139059856,MAT-00223,Material-00223,PACKAGING,Packaging Material,525858-77-1,,,,Material-00223,NF,pharmaceutical,Teva API,60,Store in dry place,True,2026-02-28T06:26:33.564458
222490887178531138,MAT-00224,Material-00224,REFERENCE_STD,Reference Standard,943192-47-7,,,,Material-00224,ACS,pharmaceutical,Shin-Etsu,12,Store below 30C,True,2026-02-28T06:26:33.564463
365367135674574874,MAT-00225,Material-00225,PACKAGING,Packaging Material,91599-20-6,,,,Material-00225,EP,pharmaceutical,Ashland,12,Store below 25C,True,2026-02-28T06:26:33.564472
1126661339114163963,MAT-00226,Material-00226,EXCIPIENT,Excipient,289396-24-2,,,,Material-00226,NF,pharmaceutical,Evonik,24,Protect from light,True,2026-02-28T06:26:33.564479
404137336053296611,MAT-00227,Material-00227,RAW_MATERIAL,Raw Material,23842-47-6,,,,Material-00227,IN_HOUSE,pharmaceutical,Gattefosse,24,Store at -20C,True,2026-02-28T06:26:33.564484
950606865270294007,MAT-00228,Material-00228,INTERMEDIATE,Intermediate,440588-66-0,,,,Material-00228,JP,pharmaceutical,Colorcon,12,Store below 25C,True,2026-02-28T06:26:33.564489
1050759397534946983,MAT-00229,Material-00229,EXCIPIENT,Excipient,875555-76-5,,,,Material-00229,NF,pharmaceutical,Croda,36,Store in dry place,True,2026-02-28T06:26:33.564494
1108871605623121587,MAT-00230,Material-00230,RAW_MATERIAL,Raw Material,825095-51-7,,,,Material-00230,ACS,pharmaceutical,Merck KGaA,60,Protect from light,True,2026-02-28T06:26:33.564500
188331052025775392,MAT-00231,Material-00231,PACKAGING,Packaging Material,480305-48-9,,,,Material-00231,EP,pharmaceutical,MSN Labs,36,Store below 30C,True,2026-02-28T06:26:33.564505
169057696296380816,MAT-00232,Material-00232,INTERMEDIATE,Intermediate,237848-71-5,,,,Material-00232,JP,pharmaceutical,Dr. Reddy's,12,Store below 30C,True,2026-02-28T06:26:33.564510
613350872700805506,MAT-00233,Material-00233,INTERMEDIATE,Intermediate,298246-68-2,,,,Material-00233,ACS,pharmaceutical,MSN Labs,24,Store in dry place,True,2026-02-28T06:26:33.564515
194868045824137769,MAT-00234,Material-00234,REFERENCE_STD,Reference Standard,299152-33-2,,,,Material-00234,IN_HOUSE,pharmaceutical,Teva API,24,Store below 30C,True,2026-02-28T06:26:33.564520
237822595272183698,MAT-00235,Material-00235,EXCIPIENT,Excipient,122646-15-5,,,,Material-00235,ACS,pharmaceutical,Evonik,48,Store at 2-8C,True,2026-02-28T06:26:33.564524
266485247292728121,MAT-00236,Material-00236,INTERMEDIATE,Intermediate,193508-36-8,,,,Material-00236,IN_HOUSE,pharmaceutical,Sigma-Aldrich,36,Store at 2-8C,True,2026-02-28T06:26:33.564529
1059638878458073309,MAT-00237,Material-00237,EXCIPIENT,Excipient,391079-67-8,,,,Material-00237,EP,pharmaceutical,Gattefosse,36,Store below 25C,True,2026-02-28T06:26:33.564533
345901364592419082,MAT-00238,Tamsulosin,API,Active Pharmaceutical Ingredient,976346-73-2,F17N11C21P23S10,621.3017,Tamsulosin,Tamsulosin,JP,pharmaceutical,Dr. Reddy's,60,Store in dry place,True,2026-02-28T06:26:33.564545
262333613925548701,MAT-00239,Material-00239,EXCIPIENT,Excipient,838466-82-7,,,,Material-00239,JP,pharmaceutical,Teva API,12,Store in dry place,True,2026-02-28T06:26:33.564550
196406854717195581,MAT-00240,Material-00240,PACKAGING,Packaging Material,943951-15-2,,,,Material-00240,IN_HOUSE,pharmaceutical,Gattefosse,12,Store at 2-8C,True,2026-02-28T06:26:33.564557
458763055731313902,MAT-00241,Tamsulosin,API,Active Pharmaceutical Ingredient,647568-38-7,H21F7C19S17,344.3582,Tamsulosin,Tamsulosin,JP,pharmaceutical,Colorcon,12,Store below 25C,True,2026-02-28T06:26:33.564570
328728166627315031,MAT-00242,Material-00242,REFERENCE_STD,Reference Standard,890764-67-1,,,,Material-00242,ACS,pharmaceutical,DFE Pharma,24,Store at -20C,True,2026-02-28T06:26:33.564575
382422893370963061,MAT-00243,Material-00243,INTERMEDIATE,Intermediate,632521-87-8,,,,Material-00243,USP,pharmaceutical,MSN Labs,36,Store at -20C,True,2026-02-28T06:26:33.564580
989654754661860484,MAT-00244,Material-00244,EXCIPIENT,Excipient,750792-64-5,,,,Material-00244,NF,pharmaceutical,Shin-Etsu,12,Store at 2-8C,True,2026-02-28T06:26:33.564585
1007156033926687196,MAT-00245,Material-00245,INTERMEDIATE,Intermediate,368472-49-7,,,,Material-00245,ACS,pharmaceutical,BASF,24,Store in dry place,True,2026-02-28T06:26:33.564590
24244897947000422,MAT-00246,Material-00246,PACKAGING,Packaging Material,777598-63-7,,,,Material-00246,JP,pharmaceutical,Evonik,48,Store in dry place,True,2026-02-28T06:26:33.564595
649528953015767209,MAT-00247,Material-00247,PACKAGING,Packaging Material,146397-85-9,,,,Material-00247,USP,pharmaceutical,Evonik,24,Store at 2-8C,True,2026-02-28T06:26:33.564599
1125476457338496026,MAT-00248,Material-00248,PACKAGING,Packaging Material,909716-77-5,,,,Material-00248,USP,pharmaceutical,MSN Labs,60,Store at -20C,True,2026-02-28T06:26:33.564604
146812036169565195,MAT-00249,Acetaminophen,API,Active Pharmaceutical Ingredient,429400-91-4,N7Br6F27S13H10,709.2536,Acetaminophen,Acetaminophen,USP,pharmaceutical,Aurobindo,36,Protect from light,True,2026-02-28T06:26:33.564614
435707240335815549,MAT-00250,Material-00250,INTERMEDIATE,Intermediate,518151-81-7,,,,Material-00250,EP,pharmaceutical,Sigma-Aldrich,12,Store below 30C,True,2026-02-28T06:26:33.564621
65841140161987724,MAT-00251,Material-00251,INTERMEDIATE,Intermediate,314800-91-7,,,,Material-00251,USP,pharmaceutical,Merck KGaA,36,Store at -20C,True,2026-02-28T06:26:33.564626
548759503611149256,MAT-00252,Material-00252,EXCIPIENT,Excipient,515830-98-3,,,,Material-00252,USP,pharmaceutical,BASF,36,Store at -20C,True,2026-02-28T06:26:33.564632
589315624819702009,MAT-00253,Rituximab,API,Active Pharmaceutical Ingredient,781832-56-9,Cl23S27F4P12O17,906.253,Rituximab,Rituximab,USP,pharmaceutical,Aurobindo,36,Store below 30C,True,2026-02-28T06:26:33.564645
765889548190855071,MAT-00254,Material-00254,REFERENCE_STD,Reference Standard,61402-28-5,,,,Material-00254,NF,pharmaceutical,MSN Labs,24,Store at 2-8C,True,2026-02-28T06:26:33.564650
687590041168068893,MAT-00255,Material-00255,EXCIPIENT,Excipient,55507-44-5,,,,Material-00255,NF,pharmaceutical,Merck KGaA,36,Store below 25C,True,2026-02-28T06:26:33.564655
502191477015884923,MAT-00256,Material-00256,INTERMEDIATE,Intermediate,305881-77-1,,,,Material-00256,ACS,pharmaceutical,Colorcon,24,Store below 25C,True,2026-02-28T06:26:33.564664
451530835002103023,MAT-00257,Material-00257,REFERENCE_STD,Reference Standard,789238-31-8,,,,Material-00257,JP,pharmaceutical,Aurobindo,36,Store in dry place,True,2026-02-28T06:26:33.564669
641801478954059055,MAT-00258,Material-00258,INTERMEDIATE,Intermediate,284695-97-5,,,,Material-00258,USP,pharmaceutical,Gattefosse,60,Store at 2-8C,True,2026-02-28T06:26:33.564674
978581335474163532,MAT-00259,Material-00259,EXCIPIENT,Excipient,13574-27-8,,,,Material-00259,JP,pharmaceutical,Shin-Etsu,48,Store at -20C,True,2026-02-28T06:26:33.564679
671206053849243587,MAT-00260,Material-00260,INTERMEDIATE,Intermediate,965691-30-1,,,,Material-00260,EP,pharmaceutical,Evonik,60,Store below 30C,True,2026-02-28T06:26:33.564686
602434806756022876,MAT-00261,Material-00261,EXCIPIENT,Excipient,833779-81-9,,,,Material-00261,IN_HOUSE,pharmaceutical,Aurobindo,60,Protect from light,True,2026-02-28T06:26:33.564691
1124993376749625286,MAT-00262,Material-00262,RAW_MATERIAL,Raw Material,577933-99-1,,,,Material-00262,NF,pharmaceutical,Roquette,12,Store below 25C,True,2026-02-28T06:26:33.564695
661074904518126708,MAT-00263,Material-00263,EXCIPIENT,Excipient,968315-12-7,,,,Material-00263,JP,pharmaceutical,Ashland,36,Store below 30C,True,2026-02-28T06:26:33.564700
887194908909053396,MAT-00264,Material-00264,PACKAGING,Packaging Material,932995-86-8,,,,Material-00264,JP,pharmaceutical,Evonik,36,Store below 25C,True,2026-02-28T06:26:33.564705
251869287688604959,MAT-00265,Material-00265,RAW_MATERIAL,Raw Material,854192-25-3,,,,Material-00265,EP,pharmaceutical,Aurobindo,24,Store in dry place,True,2026-02-28T06:26:33.564710
23561783202783586,MAT-00266,Material-00266,EXCIPIENT,Excipient,322411-26-3,,,,Material-00266,EP,pharmaceutical,BASF,48,Store in dry place,True,2026-02-28T06:26:33.564715
280359344564755881,MAT-00267,Amlodipine,API,Active Pharmaceutical Ingredient,19769-71-6,O2H26,825.7677,Amlodipine,Amlodipine,ACS,pharmaceutical,Sigma-Aldrich,48,Store below 25C,True,2026-02-28T06:26:33.564729
690705348443825109,MAT-00268,Material-00268,INTERMEDIATE,Intermediate,45433-18-4,,,,Material-00268,IN_HOUSE,pharmaceutical,Sigma-Aldrich,12,Store below 25C,True,2026-02-28T06:26:33.564735
291780680355628630,MAT-00269,Material-00269,REFERENCE_STD,Reference Standard,215428-85-3,,,,Material-00269,EP,pharmaceutical,Merck KGaA,36,Store below 25C,True,2026-02-28T06:26:33.564740
56238501713061133,MAT-00270,Simvastatin,API,Active Pharmaceutical Ingredient,887000-45-9,F25N24Cl20S8,655.4002,Simvastatin,Simvastatin,USP,pharmaceutical,BASF,60,Store below 25C,True,2026-02-28T06:26:33.564753
1099225836023870980,MAT-00271,Material-00271,REFERENCE_STD,Reference Standard,227588-34-4,,,,Material-00271,EP,pharmaceutical,MSN Labs,60,Store below 25C,True,2026-02-28T06:26:33.564761
