product_key,product_id,product_name,inn_name,brand_name,product_family,dosage_form_code,dosage_form_name,route_of_administration,strength,strength_value,strength_uom,therapeutic_area,nda_number,shelf_life_months,storage_conditions,container_closure_system,is_active,load_timestamp
98158537796935241,PROD-00101,Simvastatin 0.5% Chewable Tablet,Simvastatin,SIMVBRAND-86,Simvastatin,TAB,Chewable Tablet,TOPICAL,0.5%,,mg,Oncology,NDA-587853,48,Store in dry place,Prefilled syringe,True,2026-02-28T06:26:33.559881
287730904682106597,PROD-00102,Azithromycin 0.5% Immediate-Release Tablet,Azithromycin,AZITBRAND-39,Azithromycin,TAB,Immediate-Release Tablet,INHALATION,0.5%,,mg,Dermatology,NDA-823846,48,Store at -20C,LDPE bag,True,2026-02-28T06:26:33.559887
360575238571539905,PROD-00103,Rosuvastatin 20 mg/mL Chewable Tablet,Rosuvastatin,,Rosuvastatin,TAB,Chewable Tablet,OPHTHALMIC,20 mg/mL,20.0,mg/mL,Respiratory,NDA-702733,48,Store in dry place,PVC/Alu blister,True,2026-02-28T06:26:33.559894
118698352974645666,PROD-00104,Ibuprofen 20 mg/mL Metered-Dose Inhaler,Ibuprofen,,Ibuprofen,INH,Metered-Dose Inhaler,TOPICAL,20 mg/mL,20.0,mg/mL,Dermatology,NDA-151426,60,Store at 2-8C,LDPE bag,True,2026-02-28T06:26:33.559900
728288054330008598,PROD-00105,Metoprolol 10 mg/mL Oral Suspension,Metoprolol,METOBRAND-80,Metoprolol,SUS,Oral Suspension,SC,10 mg/mL,10.0,mg/mL,Endocrinology,NDA-855948,36,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.559906
862370297657975333,PROD-00106,Cetuximab 10 mg Topical Cream,Cetuximab,CETUBRAND-5,Cetuximab,CRM,Topical Cream,TOPICAL,10 mg,10.0,mg,Ophthalmology,NDA-237795,24,Store at 2-8C,PVC/Alu blister,True,2026-02-28T06:26:33.559913
662582450361162318,PROD-00107,Saxagliptin 200 mg Solution for Injection,Saxagliptin,,Saxagliptin,INJ,Solution for Injection,SC,200 mg,200.0,mg,Pain,NDA-483629,48,Store below 30C,PVC/Alu blister,True,2026-02-28T06:26:33.559919
1033742650064444382,PROD-00108,Empagliflozin 2.5 mg/mL Transdermal Patch,Empagliflozin,EMPABRAND-60,Empagliflozin,PATCH,Transdermal Patch,INHALATION,2.5 mg/mL,2.5,mg/mL,Cardiology,,36,Store in dry place,Amber glass bottle,True,2026-02-28T06:26:33.559925
671758033797897554,PROD-00109,Semaglutide 5% Solution for Injection,Semaglutide,,Semaglutide,INJ,Solution for Injection,INHALATION,5%,,mg,Respiratory,,24,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.559929
537194213088278139,PROD-00110,Semaglutide 1 g Topical Ointment,Semaglutide,SEMABRAND-48,Semaglutide,OIN,Topical Ointment,NASAL,1 g,1.0,g,Cardiology,NDA-594379,24,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.559948
137234978604612401,PROD-00111,Clopidogrel 300 IU/mL Lyophilized Powder,Clopidogrel,CLOPBRAND-82,Clopidogrel,LYOPH,Lyophilized Powder,SC,300 IU/mL,300.0,IU/mL,Gastroenterology,NDA-416869,60,Store below 25C,Glass vial,True,2026-02-28T06:26:33.559953
908299246334333719,PROD-00112,Metformin 2.5 mg/mL Film-Coated Tablet,Metformin,,Metformin,TAB,Film-Coated Tablet,OPHTHALMIC,2.5 mg/mL,2.5,mg/mL,Immunology,NDA-242254,60,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.560044
1064674430072729891,PROD-00113,Insulin Lispro 5% Topical Ointment,Insulin Lispro,INSUBRAND-94,Insulin Lispro,OIN,Topical Ointment,NASAL,5%,,mg,CNS,NDA-786735,24,Store at -20C,Prefilled syringe,True,2026-02-28T06:26:33.560052
92423426964274105,PROD-00114,Carvedilol 10 mg Hard Gelatin Capsule,Carvedilol,,Carvedilol,CAP,Hard Gelatin Capsule,INHALATION,10 mg,10.0,mg,Gastroenterology,NDA-997004,48,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.560059
405134963366881957,PROD-00115,Fluoxetine 10 mg/mL Oral Solution,Fluoxetine,FLUOBRAND-25,Fluoxetine,SOL,Oral Solution,ORAL,10 mg/mL,10.0,mg/mL,Cardiology,NDA-964226,60,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.560065
797065454440594899,PROD-00116,Hydrochlorothiazide 300 IU/mL Topical Cream,Hydrochlorothiazide,,Hydrochlorothiazide,CRM,Topical Cream,ORAL,300 IU/mL,300.0,IU/mL,Infectious Disease,NDA-232040,36,Store below 25C,LDPE bag,True,2026-02-28T06:26:33.560070
243000165264560195,PROD-00117,Vildagliptin 250 mg Oral Solution,Vildagliptin,VILDBRAND-30,Vildagliptin,SOL,Oral Solution,SC,250 mg,250.0,mg,Infectious Disease,NDA-926952,24,Store at 2-8C,LDPE bag,True,2026-02-28T06:26:33.560076
177487543759987487,PROD-00118,Simvastatin 5% Extended-Release Tablet,Simvastatin,SIMVBRAND-15,Simvastatin,TAB,Extended-Release Tablet,TOPICAL,5%,,mg,Dermatology,NDA-238205,24,Store at 2-8C,LDPE bag,True,2026-02-28T06:26:33.560081
361495400661923030,PROD-00119,Sertraline 5 mg/mL Oral Suspension,Sertraline,,Sertraline,SUS,Oral Suspension,ORAL,5 mg/mL,5.0,mg/mL,Oncology,,60,Protect from light,HDPE bottle,True,2026-02-28T06:26:33.560089
1098745066691145376,PROD-00120,Saxagliptin 1% Immediate-Release Tablet,Saxagliptin,SAXABRAND-66,Saxagliptin,TAB,Immediate-Release Tablet,OPHTHALMIC,1%,,mg,Ophthalmology,,36,Protect from light,HDPE bottle,True,2026-02-28T06:26:33.560098
200314406484225505,PROD-00121,Canagliflozin 2% Transdermal Patch,Canagliflozin,CANABRAND-4,Canagliflozin,PATCH,Transdermal Patch,TOPICAL,2%,,mg,Oncology,NDA-988456,60,Store at -20C,Amber glass bottle,True,2026-02-28T06:26:33.560104
222461500850890767,PROD-00122,Losartan 0.5% Lyophilized Powder for Injection,Losartan,LOSABRAND-42,Losartan,INJ,Lyophilized Powder for Injection,IV,0.5%,,mg,Ophthalmology,,36,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.560109
599280034160575667,PROD-00123,Cetuximab 5% Oral Suspension,Cetuximab,CETUBRAND-77,Cetuximab,SUS,Oral Suspension,INHALATION,5%,,mg,Pain,NDA-630108,60,Store below 25C,LDPE bag,True,2026-02-28T06:26:33.560115
525416722503388475,PROD-00124,Dulaglutide 5% Immediate-Release Tablet,Dulaglutide,DULABRAND-30,Dulaglutide,TAB,Immediate-Release Tablet,SC,5%,,mg,Respiratory,NDA-575528,60,Store at -20C,Amber glass bottle,True,2026-02-28T06:26:33.560123
711234641503173063,PROD-00125,Losartan 50 mg/mL Soft Gelatin Capsule,Losartan,LOSABRAND-48,Losartan,CAP,Soft Gelatin Capsule,INHALATION,50 mg/mL,50.0,mg/mL,CNS,NDA-597305,24,Store below 25C,LDPE bag,True,2026-02-28T06:26:33.560129
63170048226902845,PROD-00126,Omeprazole 50 mg/mL Immediate-Release Tablet,Omeprazole,OMEPBRAND-48,Omeprazole,TAB,Immediate-Release Tablet,IV,50 mg/mL,50.0,mg/mL,Nephrology,,24,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.560134
611574192357896395,PROD-00127,Pembrolizumab 50 mg Soft Gelatin Capsule,Pembrolizumab,PEMBBRAND-86,Pembrolizumab,CAP,Soft Gelatin Capsule,NASAL,50 mg,50.0,mg,Nephrology,NDA-856086,24,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.560140
408815016904754485,PROD-00128,Rosuvastatin 50 mg Soft Gelatin Capsule,Rosuvastatin,,Rosuvastatin,CAP,Soft Gelatin Capsule,SC,50 mg,50.0,mg,Gastroenterology,NDA-213475,48,Protect from light,PVC/Alu blister,True,2026-02-28T06:26:33.560146
540574125827903348,PROD-00129,Levothyroxine 1 g Transdermal Patch,Levothyroxine,LEVOBRAND-72,Levothyroxine,PATCH,Transdermal Patch,SC,1 g,1.0,g,Nephrology,NDA-743378,24,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.560154
806358606617609363,PROD-00130,Dulaglutide 5 mg Hard Gelatin Capsule,Dulaglutide,,Dulaglutide,CAP,Hard Gelatin Capsule,IM,5 mg,5.0,mg,Nephrology,NDA-456331,48,Store below 25C,Glass vial,True,2026-02-28T06:26:33.560163
624645816849501387,PROD-00131,Simvastatin 20 mg/mL Oral Suspension,Simvastatin,,Simvastatin,SUS,Oral Suspension,IV,20 mg/mL,20.0,mg/mL,Dermatology,NDA-196214,36,Store at -20C,Alu/Alu blister,True,2026-02-28T06:26:33.560168
609969713185275008,PROD-00132,Dapagliflozin 200 mg Soft Gelatin Capsule,Dapagliflozin,DAPABRAND-42,Dapagliflozin,CAP,Soft Gelatin Capsule,INHALATION,200 mg,200.0,mg,Nephrology,NDA-725185,24,Store below 25C,Glass vial,True,2026-02-28T06:26:33.560174
962706614028708304,PROD-00133,Azithromycin 300 IU/mL Transdermal Patch,Azithromycin,AZITBRAND-35,Azithromycin,PATCH,Transdermal Patch,ORAL,300 IU/mL,300.0,IU/mL,Gastroenterology,NDA-609253,60,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.560179
449520618508235219,PROD-00134,Hydrochlorothiazide 2% Transdermal Patch,Hydrochlorothiazide,HYDRBRAND-15,Hydrochlorothiazide,PATCH,Transdermal Patch,IV,2%,,mg,Endocrinology,NDA-721946,60,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.560187
489614531126132704,PROD-00135,Rosuvastatin 500 mg Film-Coated Tablet,Rosuvastatin,ROSUBRAND-8,Rosuvastatin,TAB,Film-Coated Tablet,NASAL,500 mg,500.0,mg,Oncology,NDA-321494,36,Store at 2-8C,PVC/Alu blister,True,2026-02-28T06:26:33.560193
366787277320025600,PROD-00136,Clopidogrel 5 mg Immediate-Release Tablet,Clopidogrel,CLOPBRAND-23,Clopidogrel,TAB,Immediate-Release Tablet,OPHTHALMIC,5 mg,5.0,mg,CNS,NDA-837852,36,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.560199
1137681028241901116,PROD-00137,Insulin Lispro 10 mg/mL Transdermal Patch,Insulin Lispro,INSUBRAND-95,Insulin Lispro,PATCH,Transdermal Patch,IV,10 mg/mL,10.0,mg/mL,Oncology,NDA-582087,24,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.560204
686604745567495973,PROD-00138,Furosemide 20 mg/mL Oral Suspension,Furosemide,,Furosemide,SUS,Oral Suspension,NASAL,20 mg/mL,20.0,mg/mL,Respiratory,,48,Store below 30C,LDPE bag,True,2026-02-28T06:26:33.560209
700614469205544621,PROD-00139,Bevacizumab 10 mg/mL Lyophilized Powder for Injection,Bevacizumab,BEVABRAND-14,Bevacizumab,INJ,Lyophilized Powder for Injection,IV,10 mg/mL,10.0,mg/mL,Immunology,NDA-519902,24,Store at -20C,LDPE bag,True,2026-02-28T06:26:33.560215
1014421201809222346,PROD-00140,Rosuvastatin 5 mg/mL Topical Ointment,Rosuvastatin,ROSUBRAND-22,Rosuvastatin,OIN,Topical Ointment,SC,5 mg/mL,5.0,mg/mL,Cardiology,NDA-219565,36,Store at 2-8C,PVC/Alu blister,True,2026-02-28T06:26:33.560224
1066752807284316733,PROD-00141,Canagliflozin 100 mg Metered-Dose Inhaler,Canagliflozin,,Canagliflozin,INH,Metered-Dose Inhaler,SC,100 mg,100.0,mg,Endocrinology,,36,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.560229
856728569351091309,PROD-00142,Amoxicillin 1% Transdermal Patch,Amoxicillin,AMOXBRAND-98,Amoxicillin,PATCH,Transdermal Patch,OPHTHALMIC,1%,,mg,Ophthalmology,NDA-691912,48,Store in dry place,PVC/Alu blister,True,2026-02-28T06:26:33.560234
516917535941014902,PROD-00143,Simvastatin 25 mg Lyophilized Powder for Injection,Simvastatin,SIMVBRAND-39,Simvastatin,INJ,Lyophilized Powder for Injection,OPHTHALMIC,25 mg,25.0,mg,Nephrology,NDA-158900,48,Protect from light,HDPE bottle,True,2026-02-28T06:26:33.560240
892577012030236090,PROD-00144,Rosuvastatin 0.5% Lyophilized Powder for Injection,Rosuvastatin,,Rosuvastatin,INJ,Lyophilized Powder for Injection,ORAL,0.5%,,mg,Endocrinology,,24,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.560248
973177481242952044,PROD-00145,Rivaroxaban 0.5% Solution for Injection,Rivaroxaban,RIVABRAND-74,Rivaroxaban,INJ,Solution for Injection,ORAL,0.5%,,mg,Dermatology,,60,Protect from light,Glass vial,True,2026-02-28T06:26:33.560253
573066175621017642,PROD-00146,Atorvastatin 50 mg Lyophilized Powder for Injection,Atorvastatin,ATORBRAND-11,Atorvastatin,INJ,Lyophilized Powder for Injection,INHALATION,50 mg,50.0,mg,Pain,NDA-141043,36,Store in dry place,Alu/Alu blister,True,2026-02-28T06:26:33.560259
649411683850526902,PROD-00147,Prednisone 2% Oral Solution,Prednisone,PREDBRAND-37,Prednisone,SOL,Oral Solution,IM,2%,,mg,Respiratory,NDA-454803,24,Store in dry place,Amber glass bottle,True,2026-02-28T06:26:33.560265
287909276226858834,PROD-00148,Valsartan 5 mg/mL Immediate-Release Tablet,Valsartan,VALSBRAND-50,Valsartan,TAB,Immediate-Release Tablet,IV,5 mg/mL,5.0,mg/mL,Endocrinology,NDA-992931,36,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.560271
387202000684926753,PROD-00149,Trastuzumab 100 mg Topical Cream,Trastuzumab,TRASBRAND-84,Trastuzumab,CRM,Topical Cream,INHALATION,100 mg,100.0,mg,Hematology,NDA-235215,24,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.560280
856463245206466379,PROD-00150,Telmisartan 5 mg/mL Topical Cream,Telmisartan,TELMBRAND-95,Telmisartan,CRM,Topical Cream,IM,5 mg/mL,5.0,mg/mL,Dermatology,NDA-197992,60,Protect from light,PVC/Alu blister,True,2026-02-28T06:26:33.560289
390394683928509853,PROD-00151,Ibuprofen 2.5 mg/mL Soft Gelatin Capsule,Ibuprofen,IBUPBRAND-44,Ibuprofen,CAP,Soft Gelatin Capsule,IM,2.5 mg/mL,2.5,mg/mL,Nephrology,NDA-337547,36,Store below 30C,HDPE bottle,True,2026-02-28T06:26:33.560296
527157772996603787,PROD-00152,Montelukast 50 mg Metered-Dose Inhaler,Montelukast,MONTBRAND-99,Montelukast,INH,Metered-Dose Inhaler,ORAL,50 mg,50.0,mg,Ophthalmology,,60,Store below 30C,Glass vial,True,2026-02-28T06:26:33.560302
1112337622583608871,PROD-00153,Amoxicillin 300 IU/mL Metered-Dose Inhaler,Amoxicillin,AMOXBRAND-6,Amoxicillin,INH,Metered-Dose Inhaler,IM,300 IU/mL,300.0,IU/mL,Respiratory,NDA-854540,36,Store at -20C,Prefilled syringe,True,2026-02-28T06:26:33.560309
445651328897834811,PROD-00154,Montelukast 0.5% Transdermal Patch,Montelukast,MONTBRAND-40,Montelukast,PATCH,Transdermal Patch,SC,0.5%,,mg,Nephrology,NDA-975679,36,Store at 2-8C,Amber glass bottle,True,2026-02-28T06:26:33.560315
347139486853339936,PROD-00155,Nivolumab 0.5% Lyophilized Powder for Injection,Nivolumab,NIVOBRAND-65,Nivolumab,INJ,Lyophilized Powder for Injection,TOPICAL,0.5%,,mg,Pain,NDA-269930,36,Protect from light,Glass vial,True,2026-02-28T06:26:33.560321
886408373396303017,PROD-00156,Pantoprazole 1% Film-Coated Tablet,Pantoprazole,PANTBRAND-14,Pantoprazole,TAB,Film-Coated Tablet,INHALATION,1%,,mg,Hematology,NDA-992512,24,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.560327
1088443960811792339,PROD-00157,Vildagliptin 1 g Extended-Release Tablet,Vildagliptin,VILDBRAND-19,Vildagliptin,TAB,Extended-Release Tablet,OPHTHALMIC,1 g,1.0,g,Respiratory,,36,Store at -20C,PVC/Alu blister,True,2026-02-28T06:26:33.560332
1073560278509988659,PROD-00158,Ibuprofen 10 mg Solution for Injection,Ibuprofen,IBUPBRAND-31,Ibuprofen,INJ,Solution for Injection,NASAL,10 mg,10.0,mg,Respiratory,NDA-493124,36,Store below 25C,PVC/Alu blister,True,2026-02-28T06:26:33.560338
285134576641061932,PROD-00159,Losartan 5 mg/mL Metered-Dose Inhaler,Losartan,,Losartan,INH,Metered-Dose Inhaler,IM,5 mg/mL,5.0,mg/mL,Endocrinology,NDA-595404,36,Store in dry place,Alu/Alu blister,True,2026-02-28T06:26:33.560343
264194288135258653,PROD-00160,Prednisone 5 mg Oral Suspension,Prednisone,,Prednisone,SUS,Oral Suspension,IV,5 mg,5.0,mg,Immunology,NDA-675462,60,Store below 25C,LDPE bag,True,2026-02-28T06:26:33.560352
1148161904272604930,PROD-00161,Montelukast 2.5 mg/mL Chewable Tablet,Montelukast,,Montelukast,TAB,Chewable Tablet,IV,2.5 mg/mL,2.5,mg/mL,Respiratory,NDA-753064,60,Store below 25C,HDPE bottle,True,2026-02-28T06:26:33.560357
261282864108507580,PROD-00162,Sitagliptin 5% Oral Suspension,Sitagliptin,SITABRAND-74,Sitagliptin,SUS,Oral Suspension,ORAL,5%,,mg,Immunology,NDA-405420,60,Store below 25C,Prefilled syringe,True,2026-02-28T06:26:33.560363
409273405564048327,PROD-00163,Duloxetine 100 IU/mL Chewable Tablet,Duloxetine,,Duloxetine,TAB,Chewable Tablet,NASAL,100 IU/mL,100.0,IU/mL,Dermatology,,48,Store below 25C,Prefilled syringe,True,2026-02-28T06:26:33.560367
260254321549421452,PROD-00164,Adalimumab 2% Oral Solution,Adalimumab,ADALBRAND-61,Adalimumab,SOL,Oral Solution,ORAL,2%,,mg,Oncology,NDA-491435,48,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.560373
721849617163586457,PROD-00165,Duloxetine 25 mg Transdermal Patch,Duloxetine,,Duloxetine,PATCH,Transdermal Patch,INHALATION,25 mg,25.0,mg,Dermatology,NDA-908977,48,Store below 30C,HDPE bottle,True,2026-02-28T06:26:33.560381
971557318390481578,PROD-00166,Duloxetine 5 mg/mL Oral Solution,Duloxetine,DULOBRAND-88,Duloxetine,SOL,Oral Solution,IM,5 mg/mL,5.0,mg/mL,Gastroenterology,NDA-601776,36,Store below 30C,HDPE bottle,True,2026-02-28T06:26:33.560387
909959804993455660,PROD-00167,Liraglutide 0.5% Transdermal Patch,Liraglutide,,Liraglutide,PATCH,Transdermal Patch,ORAL,0.5%,,mg,Oncology,NDA-143941,48,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.560392
1125248516868076356,PROD-00168,Tamsulosin 5% Metered-Dose Inhaler,Tamsulosin,,Tamsulosin,INH,Metered-Dose Inhaler,OPHTHALMIC,5%,,mg,Nephrology,NDA-400009,48,Store below 25C,LDPE bag,True,2026-02-28T06:26:33.560397
454164567701909709,PROD-00169,Insulin Glargine 1 g Soft Gelatin Capsule,Insulin Glargine,INSUBRAND-56,Insulin Glargine,CAP,Soft Gelatin Capsule,IV,1 g,1.0,g,Respiratory,NDA-505426,48,Store below 30C,Alu/Alu blister,True,2026-02-28T06:26:33.560402
568201277160376122,PROD-00170,Dulaglutide 10 mg/mL Lyophilized Powder for Injection,Dulaglutide,DULABRAND-94,Dulaglutide,INJ,Lyophilized Powder for Injection,TOPICAL,10 mg/mL,10.0,mg/mL,Respiratory,,36,Protect from light,PVC/Alu blister,True,2026-02-28T06:26:33.560412
337999844030708799,PROD-00171,Clopidogrel 25 mg Immediate-Release Tablet,Clopidogrel,CLOPBRAND-40,Clopidogrel,TAB,Immediate-Release Tablet,INHALATION,25 mg,25.0,mg,Gastroenterology,NDA-546815,36,Store in dry place,Alu/Alu blister,True,2026-02-28T06:26:33.560417
133612560494242519,PROD-00172,Duloxetine 10 mg Lyophilized Powder for Injection,Duloxetine,DULOBRAND-56,Duloxetine,INJ,Lyophilized Powder for Injection,INHALATION,10 mg,10.0,mg,Endocrinology,NDA-929924,24,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.560423
824299246033956540,PROD-00173,Cetuximab 10 mg/mL Solution for Injection,Cetuximab,CETUBRAND-19,Cetuximab,INJ,Solution for Injection,IM,10 mg/mL,10.0,mg/mL,Ophthalmology,NDA-559457,24,Store below 30C,HDPE bottle,True,2026-02-28T06:26:33.560429
120124913011348076,PROD-00174,Sertraline 10 mg/mL Transdermal Patch,Sertraline,SERTBRAND-73,Sertraline,PATCH,Transdermal Patch,INHALATION,10 mg/mL,10.0,mg/mL,Oncology,NDA-812048,60,Store at 2-8C,PVC/Alu blister,True,2026-02-28T06:26:33.560435
839154976419668033,PROD-00175,Prednisone 25 mg Transdermal Patch,Prednisone,PREDBRAND-51,Prednisone,PATCH,Transdermal Patch,IM,25 mg,25.0,mg,Infectious Disease,NDA-361736,24,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.560440
821101436058458712,PROD-00176,Amoxicillin 2% Lyophilized Powder for Injection,Amoxicillin,AMOXBRAND-16,Amoxicillin,INJ,Lyophilized Powder for Injection,NASAL,2%,,mg,Endocrinology,NDA-838237,60,Store below 30C,Prefilled syringe,True,2026-02-28T06:26:33.560446
720903922918039070,PROD-00177,Montelukast 1% Topical Ointment,Montelukast,,Montelukast,OIN,Topical Ointment,SC,1%,,mg,Cardiology,NDA-848022,60,Store below 25C,LDPE bag,True,2026-02-28T06:26:33.560456
118223646511700898,PROD-00178,Semaglutide 5 mg/mL Metered-Dose Inhaler,Semaglutide,SEMABRAND-71,Semaglutide,INH,Metered-Dose Inhaler,INHALATION,5 mg/mL,5.0,mg/mL,Pain,NDA-414527,36,Store in dry place,Amber glass bottle,True,2026-02-28T06:26:33.560465
948216500608074711,PROD-00179,Dulaglutide 200 mg Topical Cream,Dulaglutide,DULABRAND-16,Dulaglutide,CRM,Topical Cream,INHALATION,200 mg,200.0,mg,Immunology,NDA-348235,60,Store below 25C,PVC/Alu blister,True,2026-02-28T06:26:33.560475
721605275020364477,PROD-00180,Pembrolizumab 10 mg/mL Oral Suspension,Pembrolizumab,PEMBBRAND-71,Pembrolizumab,SUS,Oral Suspension,OPHTHALMIC,10 mg/mL,10.0,mg/mL,CNS,NDA-190403,24,Store at 2-8C,Alu/Alu blister,True,2026-02-28T06:26:33.560486
355631771289828748,PROD-00181,Liraglutide 1% Topical Ointment,Liraglutide,LIRABRAND-74,Liraglutide,OIN,Topical Ointment,NASAL,1%,,mg,Cardiology,,48,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.560491
941916069161713794,PROD-00182,Prednisone 2% Lyophilized Powder for Injection,Prednisone,,Prednisone,INJ,Lyophilized Powder for Injection,INHALATION,2%,,mg,Nephrology,NDA-716338,36,Store below 30C,Alu/Alu blister,True,2026-02-28T06:26:33.560497
181312640746913140,PROD-00183,Rivaroxaban 10 mg Lyophilized Powder,Rivaroxaban,RIVABRAND-39,Rivaroxaban,LYOPH,Lyophilized Powder,IV,10 mg,10.0,mg,CNS,,36,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.560502
667079451967990494,PROD-00184,Montelukast 25 mg Metered-Dose Inhaler,Montelukast,,Montelukast,INH,Metered-Dose Inhaler,TOPICAL,25 mg,25.0,mg,Pain,NDA-755383,48,Protect from light,Prefilled syringe,True,2026-02-28T06:26:33.560508
827144326832275701,PROD-00185,Omeprazole 200 mg Oral Solution,Omeprazole,,Omeprazole,SOL,Oral Solution,IM,200 mg,200.0,mg,Ophthalmology,NDA-734534,48,Protect from light,HDPE bottle,True,2026-02-28T06:26:33.560514
838653846189884028,PROD-00186,Ibuprofen 10 mg Immediate-Release Tablet,Ibuprofen,IBUPBRAND-99,Ibuprofen,TAB,Immediate-Release Tablet,TOPICAL,10 mg,10.0,mg,Ophthalmology,NDA-770030,24,Store at -20C,Amber glass bottle,True,2026-02-28T06:26:33.560522
741990468292682774,PROD-00187,Adalimumab 2.5 mg/mL Hard Gelatin Capsule,Adalimumab,,Adalimumab,CAP,Hard Gelatin Capsule,OPHTHALMIC,2.5 mg/mL,2.5,mg/mL,Nephrology,NDA-411882,60,Store below 25C,Amber glass bottle,True,2026-02-28T06:26:33.560528
627571754654686857,PROD-00188,Atorvastatin 0.5% Extended-Release Tablet,Atorvastatin,ATORBRAND-27,Atorvastatin,TAB,Extended-Release Tablet,NASAL,0.5%,,mg,Infectious Disease,NDA-427766,48,Store in dry place,LDPE bag,True,2026-02-28T06:26:33.560534
633729877985252516,PROD-00189,Duloxetine 100 mg Solution for Injection,Duloxetine,DULOBRAND-14,Duloxetine,INJ,Solution for Injection,INHALATION,100 mg,100.0,mg,Infectious Disease,NDA-228473,48,Store at -20C,Glass vial,True,2026-02-28T06:26:33.560540
943686333227159481,PROD-00190,Simvastatin 10 mg Immediate-Release Tablet,Simvastatin,SIMVBRAND-79,Simvastatin,TAB,Immediate-Release Tablet,TOPICAL,10 mg,10.0,mg,Respiratory,NDA-267457,48,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.560549
134476742966328584,PROD-00191,Clopidogrel 200 mg Chewable Tablet,Clopidogrel,CLOPBRAND-60,Clopidogrel,TAB,Chewable Tablet,OPHTHALMIC,200 mg,200.0,mg,Gastroenterology,NDA-621530,24,Store below 25C,Alu/Alu blister,True,2026-02-28T06:26:33.560554
820400958606300385,PROD-00192,Rivaroxaban 500 mg Lyophilized Powder for Injection,Rivaroxaban,RIVABRAND-7,Rivaroxaban,INJ,Lyophilized Powder for Injection,SC,500 mg,500.0,mg,Oncology,NDA-726543,60,Store at 2-8C,Prefilled syringe,True,2026-02-28T06:26:33.560561
860976484163953607,PROD-00193,Acetaminophen 50 mg Metered-Dose Inhaler,Acetaminophen,,Acetaminophen,INH,Metered-Dose Inhaler,NASAL,50 mg,50.0,mg,Endocrinology,NDA-900961,60,Store at 2-8C,HDPE bottle,True,2026-02-28T06:26:33.560566
1067234900324311438,PROD-00194,Tamsulosin 100 IU/mL Film-Coated Tablet,Tamsulosin,TAMSBRAND-37,Tamsulosin,TAB,Film-Coated Tablet,SC,100 IU/mL,100.0,IU/mL,Cardiology,NDA-572230,48,Protect from light,Amber glass bottle,True,2026-02-28T06:26:33.560574
1045354053379737956,PROD-00195,Bevacizumab 100 mg Immediate-Release Tablet,Bevacizumab,BEVABRAND-44,Bevacizumab,TAB,Immediate-Release Tablet,IV,100 mg,100.0,mg,Pain,NDA-891638,36,Store below 30C,Prefilled syringe,True,2026-02-28T06:26:33.560580
455641857237546291,PROD-00196,Rivaroxaban 2% Solution for Injection,Rivaroxaban,,Rivaroxaban,INJ,Solution for Injection,ORAL,2%,,mg,CNS,NDA-943019,60,Protect from light,Alu/Alu blister,True,2026-02-28T06:26:33.560585
709714414972167838,PROD-00197,Simvastatin 2% Oral Suspension,Simvastatin,SIMVBRAND-79,Simvastatin,SUS,Oral Suspension,IM,2%,,mg,Infectious Disease,,48,Protect from light,PVC/Alu blister,True,2026-02-28T06:26:33.560590
171494941361260459,PROD-00198,Rivaroxaban 2% Metered-Dose Inhaler,Rivaroxaban,RIVABRAND-39,Rivaroxaban,INH,Metered-Dose Inhaler,OPHTHALMIC,2%,,mg,Gastroenterology,NDA-486251,48,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.560596
541038283164802033,PROD-00199,Carvedilol 2.5 mg/mL Oral Suspension,Carvedilol,CARVBRAND-34,Carvedilol,SUS,Oral Suspension,ORAL,2.5 mg/mL,2.5,mg/mL,Dermatology,NDA-913864,36,Store in dry place,HDPE bottle,True,2026-02-28T06:26:33.560603
